ID,ID,Latitude,Longitude
9316,9316,-36.5348119358,174.324396485
9315,9315,-36.5389654158,174.334667641
9314,9314,-36.5408380894,174.34580409
9313,9313,-36.5566806795,174.368331909
9312,9312,-36.5729743446,174.402305772
9311,9311,-36.6175282227,175.795969063
9310,9310,-36.6032036256,174.891484915
9309,9309,-36.5962626543,174.378986521
9308,9308,-36.6020899701,174.3737438
9307,9307,-36.6076783579,174.886056243
9306,9306,-36.6131594826,174.363122749
9305,9305,-36.612941309,174.353759487
9304,9304,-36.6175248494,174.384562448
9303,9303,-36.6174421003,174.358646074
9302,9302,-36.6269650995,175.934942054
9301,9301,-36.6277316557,175.905307431
9300,9300,-36.6422292733,175.887175876
9299,9299,-36.6365969945,174.398922015
9298,9298,-36.6404001874,175.861177191
9297,9297,-36.646375512,175.849365027
9296,9296,-36.655654418,175.371005485
9295,9295,-36.6607767472,175.3749158
9294,9294,-36.661793489,175.848660247
9293,9293,-36.6620145803,175.380734748
9292,9292,-36.6774571214,175.399506876
9291,9291,-36.6807071363,175.404957382
9290,9290,-36.6836126375,175.394365263
9289,9289,-36.6861510225,175.410721084
9288,9288,-36.6910702178,174.965397442
9287,9287,-36.7000701477,175.394342332
9286,9286,-36.6976565257,174.976395577
9285,9285,-36.7011745548,175.866290324
9284,9284,-36.7077119698,175.389693618
9283,9283,-36.7104323387,175.006921247
9282,9282,-36.7209503885,174.95037877
9281,9281,-36.7125266218,175.868371452
9280,9280,-36.7158672575,175.817953799
9279,9279,-36.7198158545,175.88416676
9278,9278,-36.7195989832,175.822066297
9277,9277,-36.7262263399,175.171137623
9276,9276,-36.731308006,175.880198595
9275,9275,-36.7320092536,175.838145183
9274,9274,-36.7658927189,174.917963318
9273,9273,-36.7366540782,175.42072669
9272,9272,-36.7371051231,175.615460925
9271,9271,-36.7387988154,175.620016795
9270,9270,-36.739933497,175.615273283
9269,9269,-36.7403264847,175.161891796
9268,9268,-36.7425008292,175.416383504
9267,9267,-36.7984535297,175.103314938
9266,9266,-36.7454392539,175.40356753
9265,9265,-36.7485549576,175.819922066
9264,9264,-36.7525254554,175.39247358
9263,9263,-36.7560785267,175.421416804
9262,9262,-36.767076106,175.417697403
9261,9261,-36.7623760862,175.45142771
9260,9260,-36.7872256586,174.864347162
9259,9259,-36.7869514528,175.446087748
9258,9258,-36.7838139099,175.428299504
9257,9257,-36.7921253323,175.226188725
9256,9256,-36.7988346168,175.194118401
9255,9255,-36.8000235398,174.985838935
