ID,ID,Latitude,Longitude
8322,8322,9.7674179774,160.977882639
8321,8321,9.5512555107,170.151366346
8320,8320,9.5512474303,170.161240099
8319,8319,9.549984288,170.165833451
8318,8318,9.5441377688,170.170006629
8317,8317,9.5449732181,170.139144714
8316,8316,9.5424874209,170.131681818
8315,8315,9.5381722784,170.124166589
8314,8314,9.5345753909,170.179556344
8313,8313,9.5287232797,170.185400976
8312,8312,9.5274939334,170.102913693
8311,8311,9.5248600667,169.882441452
8310,8310,9.5245767723,170.188308759
8309,8309,9.5224300391,169.844112502
8308,8308,9.5225540918,170.022372489
8307,8307,9.5216506498,170.190816526
8306,8306,9.5203913802,169.852083044
8305,8305,9.5179022513,170.192904214
8304,8304,9.5187238791,169.85625531
8303,8303,9.515905529,169.957635872
8302,8302,9.5170647435,169.894542543
8301,8301,9.513721819,170.196248275
8300,8300,9.5124602444,170.004162426
8299,8299,9.5132962075,169.9687256
8298,8298,9.5107846361,169.974532053
8297,8297,9.5091560626,170.201662792
8296,8296,9.5083239949,169.981235983
8295,8295,9.5045707294,170.205838367
8294,8294,9.5008388229,170.207921738
8293,8293,9.4973244729,170.21146555
8292,8292,9.493724516,170.213728738
8291,8291,9.4912421618,170.216237442
8290,8290,9.4879166726,170.21790581
8289,8289,9.4845805196,170.220375856
8288,8288,9.4776248234,170.227656466
8287,8287,9.4722345692,170.230679271
8286,8286,9.4567990729,170.239087263
8285,8285,9.4362303084,170.232062835
8284,8284,9.4288204958,170.2307377
8283,8283,9.4241285202,170.229989332
8282,8282,9.4195592168,170.22789716
8281,8281,9.4154130172,170.227043152
8280,8280,9.4104108048,170.223711305
8279,8279,9.4058213696,170.22163225
8278,8278,9.4042603373,170.102944331
8277,8277,9.3968277113,167.465777739
8276,8276,9.3984186723,170.215420657
8275,8275,9.3987367836,170.132048853
8274,8274,9.3978374716,170.080362332
8273,8273,9.3980692578,170.119724954
8272,8272,9.3962944893,170.15562894
8271,8271,9.3930105297,170.09679139
8270,8270,9.3906374468,170.079115876
8269,8269,9.3892276981,170.064750151
8268,8268,9.385941399,170.198311698
8267,8267,9.3904579357,170.084786794
8266,8266,9.3899830037,170.090412324
8265,8265,9.3852681763,167.478014087
8264,8264,9.3756202155,167.482065602
8263,8263,9.3696125233,170.061303175
8262,8262,9.3691518848,167.440811162
8261,8261,9.3662231055,167.485747158
8260,8260,9.3646894698,170.050892652
8259,8259,9.3594806936,167.487662432
8258,8258,9.3581635714,170.045461048
8257,8257,9.3538045559,167.491299797
8256,8256,9.3459457303,167.494116937
8255,8255,9.3443708271,167.106249273
8254,8254,9.344007534,167.41592051
8253,8253,9.3420676392,169.917475936
8252,8252,9.3413666774,167.117767163
8251,8251,9.3402408304,167.378112566
8250,8250,9.3363432421,167.49985444
8249,8249,9.3364620032,167.049668735
8248,8248,9.3316445312,167.37081899
8247,8247,9.3277271824,167.158102724
8246,8246,9.3260620329,167.50228792
8245,8245,9.325806501,167.409589827
8244,8244,9.3221231157,166.821320953
8243,8243,9.3215925309,166.84388454
8242,8242,9.3159225911,167.19857616
8241,8241,9.3139046022,166.845219362
8240,8240,9.3158154188,167.354574897
8239,8239,9.3166511264,166.987920218
8238,8238,9.3150154863,166.972857022
8237,8237,9.3147221762,166.83454304
8236,8236,9.3111691847,166.914343871
8235,8235,9.3118869192,166.93854116
8234,8234,9.3120500302,166.949077129
8233,8233,9.3100306274,166.854920251
8232,8232,9.3097292648,166.921948075
8231,8231,9.3083951483,166.860281954
8230,8230,9.3070498337,166.870428677
8229,8229,9.3067608117,167.512378366
8228,8228,9.3031311436,167.22628177
8227,8227,9.2988122007,167.258267427
8226,8226,9.2929469916,167.332564938
8225,8225,9.2870609682,167.315718617
8224,8224,9.2878868409,167.527517771
8223,8223,9.2847653687,167.310123603
8222,8222,9.2683901499,166.938424237
8221,8221,9.2403963902,169.983741615
8220,8220,9.207284263,165.524291572
8219,8219,9.2054249117,170.037046837
8218,8218,9.1933204461,165.531203095
8217,8217,9.1812474435,169.903711692
8216,8216,9.1732307864,170.047057079
8215,8215,9.1634130265,165.556085063
8214,8214,9.1542568699,165.568187837
8213,8213,9.1485243808,169.947407441
8212,8212,9.1476537391,167.1573022
8211,8211,9.1430179368,170.059373799
8210,8210,9.1434613557,167.165147999
8209,8209,9.1424967949,167.194602477
8208,8208,9.1410428538,167.170721026
8207,8207,9.1401144959,167.176856703
8206,8206,9.1383162947,165.641364164
8205,8205,9.1386341782,167.186820998
8204,8204,9.1341412319,167.200767968
8203,8203,9.1379148556,165.611223547
8202,8202,9.1307132153,165.645078435
8201,8201,9.1253942207,167.411225793
8200,8200,9.1127226981,167.342582704
8199,8199,9.1197569456,167.38508184
8198,8198,9.1189232665,167.310647438
8197,8197,9.1180483928,167.238339158
8196,8196,9.1156227713,167.226618776
8195,8195,9.1170795367,165.652051623
8194,8194,9.116805067,167.388880606
8193,8193,9.1150039172,167.397507692
8192,8192,9.1135855066,167.316927013
8191,8191,9.1128514423,167.30908989
8190,8190,9.1107218406,167.407838978
8189,8189,9.1068093032,167.240424615
8188,8188,9.10775051,167.304167593
8187,8187,9.1004522505,167.285997996
8186,8186,9.101779607,167.43416497
8185,8185,9.0991094308,167.719765451
8184,8184,9.0976115344,167.272872008
8183,8183,9.0987187536,167.439997287
8182,8182,9.0872760581,167.462959169
8181,8181,9.0783708186,167.482152057
8180,8180,9.0755902689,165.675992066
