Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD17A3HGF_061_Line_Y_500m,MOD17A3HGF_061_Sample_X_500m,MOD17A3HGF_061_Npp_500m,MOD17A3HGF_061_Npp_QC_500m,MOD17A3HGF_061_Npp_QC_500m_bitmask,MOD17A3HGF_061_Npp_QC_500m_ContinuousLayer,MOD17A3HGF_061_Npp_QC_500m_ContinuousLayer_Description
1666857,1666857,-16.6036740066,179.248314804,2004-01-01,h35v10,1584.0,425.0,1.5677999,72.0,0b01001000,0b0,Continuous
166687,166687,-16.5205815989,179.991146641,2001-01-01,h35v10,1564.0,614.0,1.3421,61.0,0b00111101,0b0,Continuous
166687,166687,-16.5205815989,179.991146641,2002-01-01,h35v10,1564.0,614.0,1.3595999,76.0,0b01001100,0b0,Continuous
166687,166687,-16.5205815989,179.991146641,2003-01-01,h35v10,1564.0,614.0,1.4582,66.0,0b01000010,0b0,Continuous
166687,166687,-16.5205815989,179.991146641,2004-01-01,h35v10,1564.0,614.0,1.3189,63.0,0b00111111,0b0,Continuous
1666873,1666873,-16.4964046611,-179.947021298,2001-01-01,h00v10,1559.0,1790.0,1.4108,59.0,0b00111011,0b0,Continuous
1666873,1666873,-16.4964046611,-179.947021298,2002-01-01,h00v10,1559.0,1790.0,1.3983999,70.0,0b01000110,0b0,Continuous
1666873,1666873,-16.4964046611,-179.947021298,2003-01-01,h00v10,1559.0,1790.0,1.5558,54.0,0b00110110,0b0,Continuous
1666873,1666873,-16.4964046611,-179.947021298,2004-01-01,h00v10,1559.0,1790.0,1.5675,57.0,0b00111001,0b0,Continuous
18785,18785,-23.9291355722,-130.74698008,2001-01-01,h06v11,942.0,117.0,32766.0,254.0,0b11111110,0b0,Continuous
18785,18785,-23.9291355722,-130.74698008,2002-01-01,h06v11,942.0,117.0,32766.0,254.0,0b11111110,0b0,Continuous
18785,18785,-23.9291355722,-130.74698008,2003-01-01,h06v11,942.0,117.0,32766.0,254.0,0b11111110,0b0,Continuous
18785,18785,-23.9291355722,-130.74698008,2004-01-01,h06v11,942.0,117.0,32766.0,254.0,0b11111110,0b0,Continuous
18786,18786,-23.9170160493,-130.737690607,2001-01-01,h06v11,940.0,117.0,32766.0,254.0,0b11111110,0b0,Continuous
18786,18786,-23.9170160493,-130.737690607,2002-01-01,h06v11,940.0,117.0,32766.0,254.0,0b11111110,0b0,Continuous
18786,18786,-23.9170160493,-130.737690607,2003-01-01,h06v11,940.0,117.0,32766.0,254.0,0b11111110,0b0,Continuous
18786,18786,-23.9170160493,-130.737690607,2004-01-01,h06v11,940.0,117.0,32766.0,254.0,0b11111110,0b0,Continuous
18787,18787,-23.9130076405,-130.736888584,2001-01-01,h06v11,939.0,116.0,32766.0,254.0,0b11111110,0b0,Continuous
18787,18787,-23.9130076405,-130.736888584,2002-01-01,h06v11,939.0,116.0,32766.0,254.0,0b11111110,0b0,Continuous
18787,18787,-23.9130076405,-130.736888584,2003-01-01,h06v11,939.0,116.0,32766.0,254.0,0b11111110,0b0,Continuous
18787,18787,-23.9130076405,-130.736888584,2004-01-01,h06v11,939.0,116.0,32766.0,254.0,0b11111110,0b0,Continuous
18788,18788,-14.0734856001,-171.431196118,2001-01-01,h01v10,977.0,891.0,32766.0,254.0,0b11111110,0b0,Continuous
18788,18788,-14.0734856001,-171.431196118,2002-01-01,h01v10,977.0,891.0,32766.0,254.0,0b11111110,0b0,Continuous
18788,18788,-14.0734856001,-171.431196118,2003-01-01,h01v10,977.0,891.0,32766.0,254.0,0b11111110,0b0,Continuous
18788,18788,-14.0734856001,-171.431196118,2004-01-01,h01v10,977.0,891.0,32766.0,254.0,0b11111110,0b0,Continuous
18789,18789,-14.0638182496,-171.443455199,2001-01-01,h01v10,975.0,886.0,32766.0,254.0,0b11111110,0b0,Continuous
18789,18789,-14.0638182496,-171.443455199,2002-01-01,h01v10,975.0,886.0,32766.0,254.0,0b11111110,0b0,Continuous
18789,18789,-14.0638182496,-171.443455199,2003-01-01,h01v10,975.0,886.0,32766.0,254.0,0b11111110,0b0,Continuous
18789,18789,-14.0638182496,-171.443455199,2004-01-01,h01v10,975.0,886.0,32766.0,254.0,0b11111110,0b0,Continuous
18790,18790,-14.0492376313,-171.712356513,2001-01-01,h01v10,971.0,821.0,32766.0,254.0,0b11111110,0b0,Continuous
18790,18790,-14.0492376313,-171.712356513,2002-01-01,h01v10,971.0,821.0,32766.0,254.0,0b11111110,0b0,Continuous
18790,18790,-14.0492376313,-171.712356513,2003-01-01,h01v10,971.0,821.0,32766.0,254.0,0b11111110,0b0,Continuous
18790,18790,-14.0492376313,-171.712356513,2004-01-01,h01v10,971.0,821.0,32766.0,254.0,0b11111110,0b0,Continuous
18791,18791,-14.0250124288,-171.435059118,2001-01-01,h01v10,966.0,882.0,1.4024,36.0,0b00100100,0b0,Continuous
18791,18791,-14.0250124288,-171.435059118,2002-01-01,h01v10,966.0,882.0,1.3278999,42.0,0b00101010,0b0,Continuous
18791,18791,-14.0250124288,-171.435059118,2003-01-01,h01v10,966.0,882.0,1.2337999,38.0,0b00100110,0b0,Continuous
18791,18791,-14.0250124288,-171.435059118,2004-01-01,h01v10,966.0,882.0,1.4667,33.0,0b00100001,0b0,Continuous
18792,18792,-14.0153603775,-171.414978347,2001-01-01,h01v10,963.0,885.0,32766.0,254.0,0b11111110,0b0,Continuous
18792,18792,-14.0153603775,-171.414978347,2002-01-01,h01v10,963.0,885.0,32766.0,254.0,0b11111110,0b0,Continuous
18792,18792,-14.0153603775,-171.414978347,2003-01-01,h01v10,963.0,885.0,32766.0,254.0,0b11111110,0b0,Continuous
18792,18792,-14.0153603775,-171.414978347,2004-01-01,h01v10,963.0,885.0,32766.0,254.0,0b11111110,0b0,Continuous
18793,18793,-13.8742462257,-171.642696822,2001-01-01,h01v10,929.0,807.0,32766.0,254.0,0b11111110,0b0,Continuous
18793,18793,-13.8742462257,-171.642696822,2002-01-01,h01v10,929.0,807.0,32766.0,254.0,0b11111110,0b0,Continuous
18793,18793,-13.8742462257,-171.642696822,2003-01-01,h01v10,929.0,807.0,32766.0,254.0,0b11111110,0b0,Continuous
18793,18793,-13.8742462257,-171.642696822,2004-01-01,h01v10,929.0,807.0,32766.0,254.0,0b11111110,0b0,Continuous
18794,18794,-13.862736739,-172.136206943,2001-01-01,h01v10,927.0,690.0,32766.0,254.0,0b11111110,0b0,Continuous
18794,18794,-13.862736739,-172.136206943,2002-01-01,h01v10,927.0,690.0,32766.0,254.0,0b11111110,0b0,Continuous
18794,18794,-13.862736739,-172.136206943,2003-01-01,h01v10,927.0,690.0,32766.0,254.0,0b11111110,0b0,Continuous
18794,18794,-13.862736739,-172.136206943,2004-01-01,h01v10,927.0,690.0,32766.0,254.0,0b11111110,0b0,Continuous
18795,18795,-13.8516996635,-172.13142282,2001-01-01,h01v10,924.0,689.0,32766.0,254.0,0b11111110,0b0,Continuous
18795,18795,-13.8516996635,-172.13142282,2002-01-01,h01v10,924.0,689.0,32766.0,254.0,0b11111110,0b0,Continuous
18795,18795,-13.8516996635,-172.13142282,2003-01-01,h01v10,924.0,689.0,32766.0,254.0,0b11111110,0b0,Continuous
18795,18795,-13.8516996635,-172.13142282,2004-01-01,h01v10,924.0,689.0,32766.0,254.0,0b11111110,0b0,Continuous
18796,18796,-13.8421033242,-172.149938047,2001-01-01,h01v10,922.0,683.0,32766.0,254.0,0b11111110,0b0,Continuous
18796,18796,-13.8421033242,-172.149938047,2002-01-01,h01v10,922.0,683.0,32766.0,254.0,0b11111110,0b0,Continuous
18796,18796,-13.8421033242,-172.149938047,2003-01-01,h01v10,922.0,683.0,32766.0,254.0,0b11111110,0b0,Continuous
18796,18796,-13.8421033242,-172.149938047,2004-01-01,h01v10,922.0,683.0,32766.0,254.0,0b11111110,0b0,Continuous
18797,18797,-13.8239742156,-172.170506386,2001-01-01,h01v10,917.0,675.0,32766.0,254.0,0b11111110,0b0,Continuous
18797,18797,-13.8239742156,-172.170506386,2002-01-01,h01v10,917.0,675.0,32766.0,254.0,0b11111110,0b0,Continuous
18797,18797,-13.8239742156,-172.170506386,2003-01-01,h01v10,917.0,675.0,32766.0,254.0,0b11111110,0b0,Continuous
18797,18797,-13.8239742156,-172.170506386,2004-01-01,h01v10,917.0,675.0,32766.0,254.0,0b11111110,0b0,Continuous
18798,18798,-13.9295117324,-171.778018722,2001-01-01,h01v10,943.0,785.0,1.3389,72.0,0b01001000,0b0,Continuous
18798,18798,-13.9295117324,-171.778018722,2002-01-01,h01v10,943.0,785.0,1.3144,90.0,0b01011010,0b0,Continuous
18798,18798,-13.9295117324,-171.778018722,2003-01-01,h01v10,943.0,785.0,1.3087,76.0,0b01001100,0b0,Continuous
18798,18798,-13.9295117324,-171.778018722,2004-01-01,h01v10,943.0,785.0,1.4605,77.0,0b01001101,0b0,Continuous
18799,18799,-13.7379921554,-172.234617688,2001-01-01,h01v10,897.0,646.0,1.3218,65.0,0b01000001,0b0,Continuous
18799,18799,-13.7379921554,-172.234617688,2002-01-01,h01v10,897.0,646.0,1.3671,48.0,0b00110000,0b0,Continuous
18799,18799,-13.7379921554,-172.234617688,2003-01-01,h01v10,897.0,646.0,1.3698,46.0,0b00101110,0b0,Continuous
18799,18799,-13.7379921554,-172.234617688,2004-01-01,h01v10,897.0,646.0,1.5117999,48.0,0b00110000,0b0,Continuous
18800,18800,-13.6201276285,-172.467362513,2001-01-01,h01v10,868.0,571.0,1.3497,72.0,0b01001000,0b0,Continuous
18800,18800,-13.6201276285,-172.467362513,2002-01-01,h01v10,868.0,571.0,1.3737,76.0,0b01001100,0b0,Continuous
18800,18800,-13.6201276285,-172.467362513,2003-01-01,h01v10,868.0,571.0,1.341,70.0,0b01000110,0b0,Continuous
18800,18800,-13.6201276285,-172.467362513,2004-01-01,h01v10,868.0,571.0,1.4806,53.0,0b00110101,0b0,Continuous
18801,18801,-22.3407532602,-176.202781707,2001-01-01,h01v11,561.0,1685.0,0.5267,60.0,0b00111100,0b0,Continuous
18801,18801,-22.3407532602,-176.202781707,2002-01-01,h01v11,561.0,1685.0,0.5939,52.0,0b00110100,0b0,Continuous
18801,18801,-22.3407532602,-176.202781707,2003-01-01,h01v11,561.0,1685.0,0.6854,51.0,0b00110011,0b0,Continuous
18801,18801,-22.3407532602,-176.202781707,2004-01-01,h01v11,561.0,1685.0,0.67,57.0,0b00111001,0b0,Continuous
18802,18802,-22.3306107175,-176.208533683,2001-01-01,h01v11,559.0,1681.0,32766.0,254.0,0b11111110,0b0,Continuous
18802,18802,-22.3306107175,-176.208533683,2002-01-01,h01v11,559.0,1681.0,32766.0,254.0,0b11111110,0b0,Continuous
18802,18802,-22.3306107175,-176.208533683,2003-01-01,h01v11,559.0,1681.0,32766.0,254.0,0b11111110,0b0,Continuous
18802,18802,-22.3306107175,-176.208533683,2004-01-01,h01v11,559.0,1681.0,32766.0,254.0,0b11111110,0b0,Continuous
18803,18803,-21.4680900934,-174.959911347,2001-01-01,h01v11,352.0,1722.0,32766.0,254.0,0b11111110,0b0,Continuous
18803,18803,-21.4680900934,-174.959911347,2002-01-01,h01v11,352.0,1722.0,32766.0,254.0,0b11111110,0b0,Continuous
18803,18803,-21.4680900934,-174.959911347,2003-01-01,h01v11,352.0,1722.0,32766.0,254.0,0b11111110,0b0,Continuous
18803,18803,-21.4680900934,-174.959911347,2004-01-01,h01v11,352.0,1722.0,32766.0,254.0,0b11111110,0b0,Continuous
18804,18804,-21.3748510791,-174.934046119,2001-01-01,h01v11,329.0,1703.0,1.7089,72.0,0b01001000,0b0,Continuous
18804,18804,-21.3748510791,-174.934046119,2002-01-01,h01v11,329.0,1703.0,1.8261,68.0,0b01000100,0b0,Continuous
18804,18804,-21.3748510791,-174.934046119,2003-01-01,h01v11,329.0,1703.0,1.8691,65.0,0b01000001,0b0,Continuous
18804,18804,-21.3748510791,-174.934046119,2004-01-01,h01v11,329.0,1703.0,1.8220999,63.0,0b00111111,0b0,Continuous
18805,18805,-21.1918232501,-175.170731877,2001-01-01,h01v11,286.0,1602.0,32766.0,254.0,0b11111110,0b0,Continuous
18805,18805,-21.1918232501,-175.170731877,2002-01-01,h01v11,286.0,1602.0,32766.0,254.0,0b11111110,0b0,Continuous
18805,18805,-21.1918232501,-175.170731877,2003-01-01,h01v11,286.0,1602.0,32766.0,254.0,0b11111110,0b0,Continuous
18805,18805,-21.1918232501,-175.170731877,2004-01-01,h01v11,286.0,1602.0,32766.0,254.0,0b11111110,0b0,Continuous
18806,18806,-21.1748608438,-175.132167645,2001-01-01,h01v11,281.0,1606.0,32766.0,254.0,0b11111110,0b0,Continuous
18806,18806,-21.1748608438,-175.132167645,2002-01-01,h01v11,281.0,1606.0,32766.0,254.0,0b11111110,0b0,Continuous
18806,18806,-21.1748608438,-175.132167645,2003-01-01,h01v11,281.0,1606.0,32766.0,254.0,0b11111110,0b0,Continuous
18806,18806,-21.1748608438,-175.132167645,2004-01-01,h01v11,281.0,1606.0,32766.0,254.0,0b11111110,0b0,Continuous
18807,18807,-21.1652071182,-175.228606359,2001-01-01,h01v11,279.0,1582.0,32766.0,254.0,0b11111110,0b0,Continuous
18807,18807,-21.1652071182,-175.228606359,2002-01-01,h01v11,279.0,1582.0,32766.0,254.0,0b11111110,0b0,Continuous
18807,18807,-21.1652071182,-175.228606359,2003-01-01,h01v11,279.0,1582.0,32766.0,254.0,0b11111110,0b0,Continuous
18807,18807,-21.1652071182,-175.228606359,2004-01-01,h01v11,279.0,1582.0,32766.0,254.0,0b11111110,0b0,Continuous
18808,18808,-21.1591868667,-175.164582424,2001-01-01,h01v11,278.0,1594.0,32766.0,254.0,0b11111110,0b0,Continuous
18808,18808,-21.1591868667,-175.164582424,2002-01-01,h01v11,278.0,1594.0,32766.0,254.0,0b11111110,0b0,Continuous
18808,18808,-21.1591868667,-175.164582424,2003-01-01,h01v11,278.0,1594.0,32766.0,254.0,0b11111110,0b0,Continuous
18808,18808,-21.1591868667,-175.164582424,2004-01-01,h01v11,278.0,1594.0,32766.0,254.0,0b11111110,0b0,Continuous
18809,18809,-21.1296004156,-175.147111618,2001-01-01,h01v11,271.0,1590.0,32766.0,254.0,0b11111110,0b0,Continuous
18809,18809,-21.1296004156,-175.147111618,2002-01-01,h01v11,271.0,1590.0,32766.0,254.0,0b11111110,0b0,Continuous
18809,18809,-21.1296004156,-175.147111618,2003-01-01,h01v11,271.0,1590.0,32766.0,254.0,0b11111110,0b0,Continuous
18809,18809,-21.1296004156,-175.147111618,2004-01-01,h01v11,271.0,1590.0,32766.0,254.0,0b11111110,0b0,Continuous
18810,18810,-21.1266832149,-175.149172244,2001-01-01,h01v11,270.0,1589.0,32766.0,254.0,0b11111110,0b0,Continuous
18810,18810,-21.1266832149,-175.149172244,2002-01-01,h01v11,270.0,1589.0,32766.0,254.0,0b11111110,0b0,Continuous
18810,18810,-21.1266832149,-175.149172244,2003-01-01,h01v11,270.0,1589.0,32766.0,254.0,0b11111110,0b0,Continuous
18810,18810,-21.1266832149,-175.149172244,2004-01-01,h01v11,270.0,1589.0,32766.0,254.0,0b11111110,0b0,Continuous
18811,18811,-21.1266731138,-175.161531728,2001-01-01,h01v11,270.0,1586.0,32766.0,254.0,0b11111110,0b0,Continuous
18811,18811,-21.1266731138,-175.161531728,2002-01-01,h01v11,270.0,1586.0,32766.0,254.0,0b11111110,0b0,Continuous
18811,18811,-21.1266731138,-175.161531728,2003-01-01,h01v11,270.0,1586.0,32766.0,254.0,0b11111110,0b0,Continuous
18811,18811,-21.1266731138,-175.161531728,2004-01-01,h01v11,270.0,1586.0,32766.0,254.0,0b11111110,0b0,Continuous
18812,18812,-21.1134470912,-175.155972018,2001-01-01,h01v11,267.0,1584.0,32766.0,254.0,0b11111110,0b0,Continuous
18812,18812,-21.1134470912,-175.155972018,2002-01-01,h01v11,267.0,1584.0,32766.0,254.0,0b11111110,0b0,Continuous
18812,18812,-21.1134470912,-175.155972018,2003-01-01,h01v11,267.0,1584.0,32766.0,254.0,0b11111110,0b0,Continuous
18812,18812,-21.1134470912,-175.155972018,2004-01-01,h01v11,267.0,1584.0,32766.0,254.0,0b11111110,0b0,Continuous
18813,18813,-21.1167551232,-174.977890496,2001-01-01,h01v11,268.0,1625.0,1.7183,82.0,0b01010010,0b0,Continuous
18813,18813,-21.1167551232,-174.977890496,2002-01-01,h01v11,268.0,1625.0,1.8069999,61.0,0b00111101,0b0,Continuous
18813,18813,-21.1167551232,-174.977890496,2003-01-01,h01v11,268.0,1625.0,1.8039999,65.0,0b01000001,0b0,Continuous
18813,18813,-21.1167551232,-174.977890496,2004-01-01,h01v11,268.0,1625.0,1.9155999,79.0,0b01001111,0b0,Continuous
18814,18814,-21.1056165358,-175.137698632,2001-01-01,h01v11,265.0,1586.0,32766.0,254.0,0b11111110,0b0,Continuous
18814,18814,-21.1056165358,-175.137698632,2002-01-01,h01v11,265.0,1586.0,32766.0,254.0,0b11111110,0b0,Continuous
18814,18814,-21.1056165358,-175.137698632,2003-01-01,h01v11,265.0,1586.0,32766.0,254.0,0b11111110,0b0,Continuous
18814,18814,-21.1056165358,-175.137698632,2004-01-01,h01v11,265.0,1586.0,32766.0,254.0,0b11111110,0b0,Continuous
18815,18815,-21.0962043201,-175.085955778,2001-01-01,h01v11,263.0,1595.0,32766.0,254.0,0b11111110,0b0,Continuous
18815,18815,-21.0962043201,-175.085955778,2002-01-01,h01v11,263.0,1595.0,32766.0,254.0,0b11111110,0b0,Continuous
18815,18815,-21.0962043201,-175.085955778,2003-01-01,h01v11,263.0,1595.0,32766.0,254.0,0b11111110,0b0,Continuous
18815,18815,-21.0962043201,-175.085955778,2004-01-01,h01v11,263.0,1595.0,32766.0,254.0,0b11111110,0b0,Continuous
18816,18816,-21.0965839109,-175.033427997,2001-01-01,h01v11,263.0,1607.0,32766.0,254.0,0b11111110,0b0,Continuous
18816,18816,-21.0965839109,-175.033427997,2002-01-01,h01v11,263.0,1607.0,32766.0,254.0,0b11111110,0b0,Continuous
18816,18816,-21.0965839109,-175.033427997,2003-01-01,h01v11,263.0,1607.0,32766.0,254.0,0b11111110,0b0,Continuous
18816,18816,-21.0965839109,-175.033427997,2004-01-01,h01v11,263.0,1607.0,32766.0,254.0,0b11111110,0b0,Continuous
18817,18817,-21.0966946579,-175.063779309,2001-01-01,h01v11,263.0,1600.0,32766.0,254.0,0b11111110,0b0,Continuous
18817,18817,-21.0966946579,-175.063779309,2002-01-01,h01v11,263.0,1600.0,32766.0,254.0,0b11111110,0b0,Continuous
18817,18817,-21.0966946579,-175.063779309,2003-01-01,h01v11,263.0,1600.0,32766.0,254.0,0b11111110,0b0,Continuous
18817,18817,-21.0966946579,-175.063779309,2004-01-01,h01v11,263.0,1600.0,32766.0,254.0,0b11111110,0b0,Continuous
18818,18818,-21.0961292905,-175.052308881,2001-01-01,h01v11,263.0,1603.0,32766.0,254.0,0b11111110,0b0,Continuous
18818,18818,-21.0961292905,-175.052308881,2002-01-01,h01v11,263.0,1603.0,32766.0,254.0,0b11111110,0b0,Continuous
18818,18818,-21.0961292905,-175.052308881,2003-01-01,h01v11,263.0,1603.0,32766.0,254.0,0b11111110,0b0,Continuous
18818,18818,-21.0961292905,-175.052308881,2004-01-01,h01v11,263.0,1603.0,32766.0,254.0,0b11111110,0b0,Continuous
18819,18819,-21.0937150044,-175.1627501,2001-01-01,h01v11,262.0,1577.0,32766.0,254.0,0b11111110,0b0,Continuous
18819,18819,-21.0937150044,-175.1627501,2002-01-01,h01v11,262.0,1577.0,32766.0,254.0,0b11111110,0b0,Continuous
18819,18819,-21.0937150044,-175.1627501,2003-01-01,h01v11,262.0,1577.0,32766.0,254.0,0b11111110,0b0,Continuous
18819,18819,-21.0937150044,-175.1627501,2004-01-01,h01v11,262.0,1577.0,32766.0,254.0,0b11111110,0b0,Continuous
18820,18820,-21.0924492987,-175.101829367,2001-01-01,h01v11,262.0,1591.0,32766.0,254.0,0b11111110,0b0,Continuous
18820,18820,-21.0924492987,-175.101829367,2002-01-01,h01v11,262.0,1591.0,32766.0,254.0,0b11111110,0b0,Continuous
18820,18820,-21.0924492987,-175.101829367,2003-01-01,h01v11,262.0,1591.0,32766.0,254.0,0b11111110,0b0,Continuous
18820,18820,-21.0924492987,-175.101829367,2004-01-01,h01v11,262.0,1591.0,32766.0,254.0,0b11111110,0b0,Continuous
18821,18821,-21.0905112229,-175.2454243,2001-01-01,h01v11,261.0,1558.0,32766.0,254.0,0b11111110,0b0,Continuous
18821,18821,-21.0905112229,-175.2454243,2002-01-01,h01v11,261.0,1558.0,32766.0,254.0,0b11111110,0b0,Continuous
18821,18821,-21.0905112229,-175.2454243,2003-01-01,h01v11,261.0,1558.0,32766.0,254.0,0b11111110,0b0,Continuous
18821,18821,-21.0905112229,-175.2454243,2004-01-01,h01v11,261.0,1558.0,32766.0,254.0,0b11111110,0b0,Continuous
18822,18822,-21.0891796522,-175.129597788,2001-01-01,h01v11,261.0,1584.0,32766.0,254.0,0b11111110,0b0,Continuous
18822,18822,-21.0891796522,-175.129597788,2002-01-01,h01v11,261.0,1584.0,32766.0,254.0,0b11111110,0b0,Continuous
18822,18822,-21.0891796522,-175.129597788,2003-01-01,h01v11,261.0,1584.0,32766.0,254.0,0b11111110,0b0,Continuous
18822,18822,-21.0891796522,-175.129597788,2004-01-01,h01v11,261.0,1584.0,32766.0,254.0,0b11111110,0b0,Continuous
18823,18823,-21.0883433205,-175.023765246,2001-01-01,h01v11,261.0,1607.0,32766.0,254.0,0b11111110,0b0,Continuous
18823,18823,-21.0883433205,-175.023765246,2002-01-01,h01v11,261.0,1607.0,32766.0,254.0,0b11111110,0b0,Continuous
18823,18823,-21.0883433205,-175.023765246,2003-01-01,h01v11,261.0,1607.0,32766.0,254.0,0b11111110,0b0,Continuous
18823,18823,-21.0883433205,-175.023765246,2004-01-01,h01v11,261.0,1607.0,32766.0,254.0,0b11111110,0b0,Continuous
18824,18824,-21.0715067384,-175.256885658,2001-01-01,h01v11,257.0,1550.0,32766.0,254.0,0b11111110,0b0,Continuous
18824,18824,-21.0715067384,-175.256885658,2002-01-01,h01v11,257.0,1550.0,32766.0,254.0,0b11111110,0b0,Continuous
18824,18824,-21.0715067384,-175.256885658,2003-01-01,h01v11,257.0,1550.0,32766.0,254.0,0b11111110,0b0,Continuous
18824,18824,-21.0715067384,-175.256885658,2004-01-01,h01v11,257.0,1550.0,32766.0,254.0,0b11111110,0b0,Continuous
18825,18825,-21.062091777,-175.003387557,2001-01-01,h01v11,254.0,1605.0,32766.0,254.0,0b11111110,0b0,Continuous
18825,18825,-21.062091777,-175.003387557,2002-01-01,h01v11,254.0,1605.0,32766.0,254.0,0b11111110,0b0,Continuous
18825,18825,-21.062091777,-175.003387557,2003-01-01,h01v11,254.0,1605.0,32766.0,254.0,0b11111110,0b0,Continuous
18825,18825,-21.062091777,-175.003387557,2004-01-01,h01v11,254.0,1605.0,32766.0,254.0,0b11111110,0b0,Continuous
18826,18826,-21.0607523895,-175.293614429,2001-01-01,h01v11,254.0,1539.0,32766.0,254.0,0b11111110,0b0,Continuous
18826,18826,-21.0607523895,-175.293614429,2002-01-01,h01v11,254.0,1539.0,32766.0,254.0,0b11111110,0b0,Continuous
18826,18826,-21.0607523895,-175.293614429,2003-01-01,h01v11,254.0,1539.0,32766.0,254.0,0b11111110,0b0,Continuous
18826,18826,-21.0607523895,-175.293614429,2004-01-01,h01v11,254.0,1539.0,32766.0,254.0,0b11111110,0b0,Continuous
18827,18827,-21.174944722,-175.192780021,2001-01-01,h01v11,281.0,1592.0,1.5619,47.0,0b00101111,0b0,Continuous
18827,18827,-21.174944722,-175.192780021,2002-01-01,h01v11,281.0,1592.0,1.7731999,31.0,0b00011111,0b0,Continuous
18827,18827,-21.174944722,-175.192780021,2003-01-01,h01v11,281.0,1592.0,1.6819999,41.0,0b00101001,0b0,Continuous
18827,18827,-21.174944722,-175.192780021,2004-01-01,h01v11,281.0,1592.0,1.8412,40.0,0b00101000,0b0,Continuous
18828,18828,-21.051125037,-175.254076675,2001-01-01,h01v11,252.0,1546.0,0.5014,93.0,0b01011101,0b0,Continuous
18828,18828,-21.051125037,-175.254076675,2002-01-01,h01v11,252.0,1546.0,0.3527,90.0,0b01011010,0b0,Continuous
18828,18828,-21.051125037,-175.254076675,2003-01-01,h01v11,252.0,1546.0,0.4195,82.0,0b01010010,0b0,Continuous
18828,18828,-21.051125037,-175.254076675,2004-01-01,h01v11,252.0,1546.0,0.4781,92.0,0b01011100,0b0,Continuous
18829,18829,-21.0276347551,-175.001617038,2001-01-01,h01v11,246.0,1596.0,32766.0,254.0,0b11111110,0b0,Continuous
18829,18829,-21.0276347551,-175.001617038,2002-01-01,h01v11,246.0,1596.0,32766.0,254.0,0b11111110,0b0,Continuous
18829,18829,-21.0276347551,-175.001617038,2003-01-01,h01v11,246.0,1596.0,32766.0,254.0,0b11111110,0b0,Continuous
18829,18829,-21.0276347551,-175.001617038,2004-01-01,h01v11,246.0,1596.0,32766.0,254.0,0b11111110,0b0,Continuous
18830,18830,-20.5483956033,-175.409786076,2001-01-01,h01v11,131.0,1380.0,32766.0,254.0,0b11111110,0b0,Continuous
18830,18830,-20.5483956033,-175.409786076,2002-01-01,h01v11,131.0,1380.0,32766.0,254.0,0b11111110,0b0,Continuous
