Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD17A3HGF_061_Line_Y_500m,MOD17A3HGF_061_Sample_X_500m,MOD17A3HGF_061_Npp_500m,MOD17A3HGF_061_Npp_QC_500m,MOD17A3HGF_061_Npp_QC_500m_bitmask,MOD17A3HGF_061_Npp_QC_500m_ContinuousLayer,MOD17A3HGF_061_Npp_QC_500m_ContinuousLayer_Description
11338,11338,-2.6482727512,150.59520577,2001-01-01,h33v09,635.0,104.0,32766.0,254.0,0b11111110,0b0,Continuous
11338,11338,-2.6482727512,150.59520577,2002-01-01,h33v09,635.0,104.0,32766.0,254.0,0b11111110,0b0,Continuous
11338,11338,-2.6482727512,150.59520577,2003-01-01,h33v09,635.0,104.0,32766.0,254.0,0b11111110,0b0,Continuous
11338,11338,-2.6482727512,150.59520577,2004-01-01,h33v09,635.0,104.0,32766.0,254.0,0b11111110,0b0,Continuous
11339,11339,-2.6504448882,150.723417556,2001-01-01,h33v09,636.0,134.0,0.3658,75.0,0b01001011,0b0,Continuous
11339,11339,-2.6504448882,150.723417556,2002-01-01,h33v09,636.0,134.0,0.3461,65.0,0b01000001,0b0,Continuous
11339,11339,-2.6504448882,150.723417556,2003-01-01,h33v09,636.0,134.0,0.2842,72.0,0b01001000,0b0,Continuous
11339,11339,-2.6504448882,150.723417556,2004-01-01,h33v09,636.0,134.0,0.3552,68.0,0b01000100,0b0,Continuous
11340,11340,-2.6417797587,150.844713077,2001-01-01,h33v09,634.0,164.0,32766.0,254.0,0b11111110,0b0,Continuous
11340,11340,-2.6417797587,150.844713077,2002-01-01,h33v09,634.0,164.0,32766.0,254.0,0b11111110,0b0,Continuous
11340,11340,-2.6417797587,150.844713077,2003-01-01,h33v09,634.0,164.0,32766.0,254.0,0b11111110,0b0,Continuous
11340,11340,-2.6417797587,150.844713077,2004-01-01,h33v09,634.0,164.0,32766.0,254.0,0b11111110,0b0,Continuous
11341,11341,-2.6528971576,150.49130227,2001-01-01,h33v09,636.0,79.0,0.0,50.0,0b00110010,0b0,Continuous
11341,11341,-2.6528971576,150.49130227,2002-01-01,h33v09,636.0,79.0,0.0,53.0,0b00110101,0b0,Continuous
11341,11341,-2.6528971576,150.49130227,2003-01-01,h33v09,636.0,79.0,0.0,59.0,0b00111011,0b0,Continuous
11341,11341,-2.6528971576,150.49130227,2004-01-01,h33v09,636.0,79.0,0.0,51.0,0b00110011,0b0,Continuous
11342,11342,-2.6408226175,150.641700462,2001-01-01,h33v09,633.0,115.0,32766.0,254.0,0b11111110,0b0,Continuous
11342,11342,-2.6408226175,150.641700462,2002-01-01,h33v09,633.0,115.0,32766.0,254.0,0b11111110,0b0,Continuous
11342,11342,-2.6408226175,150.641700462,2003-01-01,h33v09,633.0,115.0,32766.0,254.0,0b11111110,0b0,Continuous
11342,11342,-2.6408226175,150.641700462,2004-01-01,h33v09,633.0,115.0,32766.0,254.0,0b11111110,0b0,Continuous
11343,11343,-2.6394961129,150.765708394,2001-01-01,h33v09,633.0,145.0,32766.0,254.0,0b11111110,0b0,Continuous
11343,11343,-2.6394961129,150.765708394,2002-01-01,h33v09,633.0,145.0,32766.0,254.0,0b11111110,0b0,Continuous
11343,11343,-2.6394961129,150.765708394,2003-01-01,h33v09,633.0,145.0,32766.0,254.0,0b11111110,0b0,Continuous
11343,11343,-2.6394961129,150.765708394,2004-01-01,h33v09,633.0,145.0,32766.0,254.0,0b11111110,0b0,Continuous
11344,11344,-2.6375127386,149.662884271,2001-01-01,h32v09,633.0,2281.0,32764.0,252.0,0b11111100,0b0,Continuous
11344,11344,-2.6375127386,149.662884271,2002-01-01,h32v09,633.0,2281.0,32764.0,252.0,0b11111100,0b0,Continuous
11344,11344,-2.6375127386,149.662884271,2003-01-01,h32v09,633.0,2281.0,32764.0,252.0,0b11111100,0b0,Continuous
11344,11344,-2.6375127386,149.662884271,2004-01-01,h32v09,633.0,2281.0,32764.0,252.0,0b11111100,0b0,Continuous
11345,11345,-2.6361712146,150.553374039,2001-01-01,h33v09,632.0,94.0,32766.0,254.0,0b11111110,0b0,Continuous
11345,11345,-2.6361712146,150.553374039,2002-01-01,h33v09,632.0,94.0,32766.0,254.0,0b11111110,0b0,Continuous
11345,11345,-2.6361712146,150.553374039,2003-01-01,h33v09,632.0,94.0,32766.0,254.0,0b11111110,0b0,Continuous
11345,11345,-2.6361712146,150.553374039,2004-01-01,h33v09,632.0,94.0,32766.0,254.0,0b11111110,0b0,Continuous
11346,11346,-2.6300464528,149.676158126,2001-01-01,h32v09,631.0,2284.0,32766.0,254.0,0b11111110,0b0,Continuous
11346,11346,-2.6300464528,149.676158126,2002-01-01,h32v09,631.0,2284.0,32766.0,254.0,0b11111110,0b0,Continuous
11346,11346,-2.6300464528,149.676158126,2003-01-01,h32v09,631.0,2284.0,32766.0,254.0,0b11111110,0b0,Continuous
11346,11346,-2.6300464528,149.676158126,2004-01-01,h32v09,631.0,2284.0,32766.0,254.0,0b11111110,0b0,Continuous
11347,11347,-2.6307389641,150.533799535,2001-01-01,h33v09,631.0,90.0,0.0,65.0,0b01000001,0b0,Continuous
11347,11347,-2.6307389641,150.533799535,2002-01-01,h33v09,631.0,90.0,0.0,63.0,0b00111111,0b0,Continuous
11347,11347,-2.6307389641,150.533799535,2003-01-01,h33v09,631.0,90.0,0.0,61.0,0b00111101,0b0,Continuous
11347,11347,-2.6307389641,150.533799535,2004-01-01,h33v09,631.0,90.0,0.0,68.0,0b01000100,0b0,Continuous
11348,11348,-2.6306769147,150.630394207,2001-01-01,h33v09,631.0,113.0,32766.0,254.0,0b11111110,0b0,Continuous
11348,11348,-2.6306769147,150.630394207,2002-01-01,h33v09,631.0,113.0,32766.0,254.0,0b11111110,0b0,Continuous
11348,11348,-2.6306769147,150.630394207,2003-01-01,h33v09,631.0,113.0,32766.0,254.0,0b11111110,0b0,Continuous
11348,11348,-2.6306769147,150.630394207,2004-01-01,h33v09,631.0,113.0,32766.0,254.0,0b11111110,0b0,Continuous
11349,11349,-2.6187582672,150.444998784,2001-01-01,h33v09,628.0,69.0,32766.0,254.0,0b11111110,0b0,Continuous
11349,11349,-2.6187582672,150.444998784,2002-01-01,h33v09,628.0,69.0,32766.0,254.0,0b11111110,0b0,Continuous
11349,11349,-2.6187582672,150.444998784,2003-01-01,h33v09,628.0,69.0,32766.0,254.0,0b11111110,0b0,Continuous
11349,11349,-2.6187582672,150.444998784,2004-01-01,h33v09,628.0,69.0,32766.0,254.0,0b11111110,0b0,Continuous
11350,11350,-2.6192304492,150.676833966,2001-01-01,h33v09,628.0,124.0,32766.0,254.0,0b11111110,0b0,Continuous
11350,11350,-2.6192304492,150.676833966,2002-01-01,h33v09,628.0,124.0,32766.0,254.0,0b11111110,0b0,Continuous
11350,11350,-2.6192304492,150.676833966,2003-01-01,h33v09,628.0,124.0,32766.0,254.0,0b11111110,0b0,Continuous
11350,11350,-2.6192304492,150.676833966,2004-01-01,h33v09,628.0,124.0,32766.0,254.0,0b11111110,0b0,Continuous
11351,11351,-2.6186331835,150.478308231,2001-01-01,h33v09,628.0,77.0,32766.0,254.0,0b11111110,0b0,Continuous
11351,11351,-2.6186331835,150.478308231,2002-01-01,h33v09,628.0,77.0,32766.0,254.0,0b11111110,0b0,Continuous
11351,11351,-2.6186331835,150.478308231,2003-01-01,h33v09,628.0,77.0,32766.0,254.0,0b11111110,0b0,Continuous
11351,11351,-2.6186331835,150.478308231,2004-01-01,h33v09,628.0,77.0,32766.0,254.0,0b11111110,0b0,Continuous
11352,11352,-2.6230615954,150.452286233,2001-01-01,h33v09,629.0,70.0,0.2126,44.0,0b00101100,0b0,Continuous
11352,11352,-2.6230615954,150.452286233,2002-01-01,h33v09,629.0,70.0,0.1907,57.0,0b00111001,0b0,Continuous
11352,11352,-2.6230615954,150.452286233,2003-01-01,h33v09,629.0,70.0,0.079,52.0,0b00110100,0b0,Continuous
11352,11352,-2.6230615954,150.452286233,2004-01-01,h33v09,629.0,70.0,0.0752,60.0,0b00111100,0b0,Continuous
11353,11353,-2.6349779695,150.594314863,2001-01-01,h33v09,632.0,104.0,0.0,65.0,0b01000001,0b0,Continuous
11353,11353,-2.6349779695,150.594314863,2002-01-01,h33v09,632.0,104.0,0.0,61.0,0b00111101,0b0,Continuous
11353,11353,-2.6349779695,150.594314863,2003-01-01,h33v09,632.0,104.0,0.0,63.0,0b00111111,0b0,Continuous
11353,11353,-2.6349779695,150.594314863,2004-01-01,h33v09,632.0,104.0,0.0,61.0,0b00111101,0b0,Continuous
11354,11354,-2.6090954018,150.449726553,2001-01-01,h33v09,626.0,70.0,32766.0,254.0,0b11111110,0b0,Continuous
11354,11354,-2.6090954018,150.449726553,2002-01-01,h33v09,626.0,70.0,32766.0,254.0,0b11111110,0b0,Continuous
11354,11354,-2.6090954018,150.449726553,2003-01-01,h33v09,626.0,70.0,32766.0,254.0,0b11111110,0b0,Continuous
11354,11354,-2.6090954018,150.449726553,2004-01-01,h33v09,626.0,70.0,32766.0,254.0,0b11111110,0b0,Continuous
11355,11355,-2.6062751073,150.452948131,2001-01-01,h33v09,625.0,71.0,32766.0,254.0,0b11111110,0b0,Continuous
11355,11355,-2.6062751073,150.452948131,2002-01-01,h33v09,625.0,71.0,32766.0,254.0,0b11111110,0b0,Continuous
11355,11355,-2.6062751073,150.452948131,2003-01-01,h33v09,625.0,71.0,32766.0,254.0,0b11111110,0b0,Continuous
11355,11355,-2.6062751073,150.452948131,2004-01-01,h33v09,625.0,71.0,32766.0,254.0,0b11111110,0b0,Continuous
11356,11356,-6.6176958328,144.264158293,2001-01-01,h32v09,1588.0,792.0,1.3880999,50.0,0b00110010,0b0,Continuous
11356,11356,-6.6176958328,144.264158293,2002-01-01,h32v09,1588.0,792.0,1.5731,57.0,0b00111001,0b0,Continuous
11356,11356,-6.6176958328,144.264158293,2003-01-01,h32v09,1588.0,792.0,1.4318999,52.0,0b00110100,0b0,Continuous
11356,11356,-6.6176958328,144.264158293,2004-01-01,h32v09,1588.0,792.0,1.5755999,40.0,0b00101000,0b0,Continuous
11357,11357,-2.6187133679,150.576109712,2001-01-01,h33v09,628.0,100.0,0.0,49.0,0b00110001,0b0,Continuous
11357,11357,-2.6187133679,150.576109712,2002-01-01,h33v09,628.0,100.0,0.0,52.0,0b00110100,0b0,Continuous
11357,11357,-2.6187133679,150.576109712,2003-01-01,h33v09,628.0,100.0,0.0,61.0,0b00111101,0b0,Continuous
11357,11357,-2.6187133679,150.576109712,2004-01-01,h33v09,628.0,100.0,0.0,57.0,0b00111001,0b0,Continuous
11358,11358,-2.612962623,149.707232288,2001-01-01,h32v09,627.0,2292.0,0.0,72.0,0b01001000,0b0,Continuous
11358,11358,-2.612962623,149.707232288,2002-01-01,h32v09,627.0,2292.0,0.0,70.0,0b01000110,0b0,Continuous
11358,11358,-2.612962623,149.707232288,2003-01-01,h32v09,627.0,2292.0,0.0,81.0,0b01010001,0b0,Continuous
11358,11358,-2.612962623,149.707232288,2004-01-01,h32v09,627.0,2292.0,0.0,68.0,0b01000100,0b0,Continuous
11359,11359,-2.6058990032,150.768696786,2001-01-01,h33v09,625.0,147.0,32766.0,254.0,0b11111110,0b0,Continuous
11359,11359,-2.6058990032,150.768696786,2002-01-01,h33v09,625.0,147.0,32766.0,254.0,0b11111110,0b0,Continuous
11359,11359,-2.6058990032,150.768696786,2003-01-01,h33v09,625.0,147.0,32766.0,254.0,0b11111110,0b0,Continuous
11359,11359,-2.6058990032,150.768696786,2004-01-01,h33v09,625.0,147.0,32766.0,254.0,0b11111110,0b0,Continuous
11360,11360,-2.6318849825,151.984156821,2001-01-01,h33v09,631.0,437.0,0.977,76.0,0b01001100,0b0,Continuous
11360,11360,-2.6318849825,151.984156821,2002-01-01,h33v09,631.0,437.0,0.839,85.0,0b01010101,0b0,Continuous
11360,11360,-2.6318849825,151.984156821,2003-01-01,h33v09,631.0,437.0,0.8178,81.0,0b01010001,0b0,Continuous
11360,11360,-2.6318849825,151.984156821,2004-01-01,h33v09,631.0,437.0,0.6845,76.0,0b01001100,0b0,Continuous
11361,11361,-2.596751614,150.458397317,2001-01-01,h33v09,623.0,72.0,32766.0,254.0,0b11111110,0b0,Continuous
11361,11361,-2.596751614,150.458397317,2002-01-01,h33v09,623.0,72.0,32766.0,254.0,0b11111110,0b0,Continuous
11361,11361,-2.596751614,150.458397317,2003-01-01,h33v09,623.0,72.0,32766.0,254.0,0b11111110,0b0,Continuous
11361,11361,-2.596751614,150.458397317,2004-01-01,h33v09,623.0,72.0,32766.0,254.0,0b11111110,0b0,Continuous
11362,11362,-2.5985311974,150.538186995,2001-01-01,h33v09,623.0,92.0,0.8884,51.0,0b00110011,0b0,Continuous
11362,11362,-2.5985311974,150.538186995,2002-01-01,h33v09,623.0,92.0,0.9026,50.0,0b00110010,0b0,Continuous
11362,11362,-2.5985311974,150.538186995,2003-01-01,h33v09,623.0,92.0,0.6466,70.0,0b01000110,0b0,Continuous
11362,11362,-2.5985311974,150.538186995,2004-01-01,h33v09,623.0,92.0,0.7072,59.0,0b00111011,0b0,Continuous
11363,11363,-2.5789053328,150.778378891,2001-01-01,h33v09,618.0,150.0,32766.0,254.0,0b11111110,0b0,Continuous
11363,11363,-2.5789053328,150.778378891,2002-01-01,h33v09,618.0,150.0,32766.0,254.0,0b11111110,0b0,Continuous
11363,11363,-2.5789053328,150.778378891,2003-01-01,h33v09,618.0,150.0,32766.0,254.0,0b11111110,0b0,Continuous
11363,11363,-2.5789053328,150.778378891,2004-01-01,h33v09,618.0,150.0,32766.0,254.0,0b11111110,0b0,Continuous
11364,11364,-2.5778415012,150.484328236,2001-01-01,h33v09,618.0,79.0,32766.0,254.0,0b11111110,0b0,Continuous
11364,11364,-2.5778415012,150.484328236,2002-01-01,h33v09,618.0,79.0,32766.0,254.0,0b11111110,0b0,Continuous
11364,11364,-2.5778415012,150.484328236,2003-01-01,h33v09,618.0,79.0,32766.0,254.0,0b11111110,0b0,Continuous
11364,11364,-2.5778415012,150.484328236,2004-01-01,h33v09,618.0,79.0,32766.0,254.0,0b11111110,0b0,Continuous
11365,11365,-2.5706808908,150.543561875,2001-01-01,h33v09,616.0,94.0,32764.0,252.0,0b11111100,0b0,Continuous
11365,11365,-2.5706808908,150.543561875,2002-01-01,h33v09,616.0,94.0,32764.0,252.0,0b11111100,0b0,Continuous
11365,11365,-2.5706808908,150.543561875,2003-01-01,h33v09,616.0,94.0,32764.0,252.0,0b11111100,0b0,Continuous
11365,11365,-2.5706808908,150.543561875,2004-01-01,h33v09,616.0,94.0,32764.0,252.0,0b11111100,0b0,Continuous
11366,11366,-2.5657445171,150.486738122,2001-01-01,h33v09,615.0,80.0,32766.0,254.0,0b11111110,0b0,Continuous
11366,11366,-2.5657445171,150.486738122,2002-01-01,h33v09,615.0,80.0,32766.0,254.0,0b11111110,0b0,Continuous
11366,11366,-2.5657445171,150.486738122,2003-01-01,h33v09,615.0,80.0,32766.0,254.0,0b11111110,0b0,Continuous
11366,11366,-2.5657445171,150.486738122,2004-01-01,h33v09,615.0,80.0,32766.0,254.0,0b11111110,0b0,Continuous
11367,11367,-3.8042616911,152.325190948,2001-01-01,h33v09,913.0,477.0,32766.0,254.0,0b11111110,0b0,Continuous
11367,11367,-3.8042616911,152.325190948,2002-01-01,h33v09,913.0,477.0,32766.0,254.0,0b11111110,0b0,Continuous
11367,11367,-3.8042616911,152.325190948,2003-01-01,h33v09,913.0,477.0,32766.0,254.0,0b11111110,0b0,Continuous
11367,11367,-3.8042616911,152.325190948,2004-01-01,h33v09,913.0,477.0,32766.0,254.0,0b11111110,0b0,Continuous
11368,11368,-2.5588316909,147.283458537,2001-01-01,h32v09,614.0,1712.0,0.8516,70.0,0b01000110,0b0,Continuous
11368,11368,-2.5588316909,147.283458537,2002-01-01,h32v09,614.0,1712.0,0.8557,53.0,0b00110101,0b0,Continuous
11368,11368,-2.5588316909,147.283458537,2003-01-01,h32v09,614.0,1712.0,0.8293,74.0,0b01001010,0b0,Continuous
11368,11368,-2.5588316909,147.283458537,2004-01-01,h32v09,614.0,1712.0,0.7181,63.0,0b00111111,0b0,Continuous
11369,11369,-2.5375042825,147.296652045,2001-01-01,h32v09,609.0,1716.0,32766.0,254.0,0b11111110,0b0,Continuous
11369,11369,-2.5375042825,147.296652045,2002-01-01,h32v09,609.0,1716.0,32766.0,254.0,0b11111110,0b0,Continuous
11369,11369,-2.5375042825,147.296652045,2003-01-01,h32v09,609.0,1716.0,32766.0,254.0,0b11111110,0b0,Continuous
11369,11369,-2.5375042825,147.296652045,2004-01-01,h32v09,609.0,1716.0,32766.0,254.0,0b11111110,0b0,Continuous
11370,11370,-2.5346328441,147.30582394,2001-01-01,h32v09,608.0,1718.0,32766.0,254.0,0b11111110,0b0,Continuous
11370,11370,-2.5346328441,147.30582394,2002-01-01,h32v09,608.0,1718.0,32766.0,254.0,0b11111110,0b0,Continuous
11370,11370,-2.5346328441,147.30582394,2003-01-01,h32v09,608.0,1718.0,32766.0,254.0,0b11111110,0b0,Continuous
11370,11370,-2.5346328441,147.30582394,2004-01-01,h32v09,608.0,1718.0,32766.0,254.0,0b11111110,0b0,Continuous
11371,11371,-2.5479983976,150.530486196,2001-01-01,h33v09,611.0,91.0,0.8753,44.0,0b00101100,0b0,Continuous
11371,11371,-2.5479983976,150.530486196,2002-01-01,h33v09,611.0,91.0,0.7606,55.0,0b00110111,0b0,Continuous
11371,11371,-2.5479983976,150.530486196,2003-01-01,h33v09,611.0,91.0,0.681,65.0,0b01000001,0b0,Continuous
11371,11371,-2.5479983976,150.530486196,2004-01-01,h33v09,611.0,91.0,0.6783,63.0,0b00111111,0b0,Continuous
11372,11372,-2.5071596198,147.331528205,2001-01-01,h32v09,601.0,1725.0,32766.0,254.0,0b11111110,0b0,Continuous
11372,11372,-2.5071596198,147.331528205,2002-01-01,h32v09,601.0,1725.0,32766.0,254.0,0b11111110,0b0,Continuous
11372,11372,-2.5071596198,147.331528205,2003-01-01,h32v09,601.0,1725.0,32766.0,254.0,0b11111110,0b0,Continuous
11372,11372,-2.5071596198,147.331528205,2004-01-01,h32v09,601.0,1725.0,32766.0,254.0,0b11111110,0b0,Continuous
11373,11373,-2.4964281075,147.340006742,2001-01-01,h32v09,599.0,1728.0,32766.0,254.0,0b11111110,0b0,Continuous
11373,11373,-2.4964281075,147.340006742,2002-01-01,h32v09,599.0,1728.0,32766.0,254.0,0b11111110,0b0,Continuous
11373,11373,-2.4964281075,147.340006742,2003-01-01,h32v09,599.0,1728.0,32766.0,254.0,0b11111110,0b0,Continuous
11373,11373,-2.4964281075,147.340006742,2004-01-01,h32v09,599.0,1728.0,32766.0,254.0,0b11111110,0b0,Continuous
11374,11374,-2.4840905742,149.942352611,2001-01-01,h32v09,596.0,2352.0,32766.0,254.0,0b11111110,0b0,Continuous
11374,11374,-2.4840905742,149.942352611,2002-01-01,h32v09,596.0,2352.0,32766.0,254.0,0b11111110,0b0,Continuous
11374,11374,-2.4840905742,149.942352611,2003-01-01,h32v09,596.0,2352.0,32766.0,254.0,0b11111110,0b0,Continuous
11374,11374,-2.4840905742,149.942352611,2004-01-01,h32v09,596.0,2352.0,32766.0,254.0,0b11111110,0b0,Continuous
11375,11375,-2.5016839163,150.51073015,2001-01-01,h33v09,600.0,88.0,0.0,50.0,0b00110010,0b0,Continuous
11375,11375,-2.5016839163,150.51073015,2002-01-01,h33v09,600.0,88.0,0.0,40.0,0b00101000,0b0,Continuous
11375,11375,-2.5016839163,150.51073015,2003-01-01,h33v09,600.0,88.0,0.0,61.0,0b00111101,0b0,Continuous
11375,11375,-2.5016839163,150.51073015,2004-01-01,h33v09,600.0,88.0,0.0,49.0,0b00110001,0b0,Continuous
11376,11376,-2.4646500679,147.411073868,2001-01-01,h32v09,591.0,1745.0,32766.0,254.0,0b11111110,0b0,Continuous
11376,11376,-2.4646500679,147.411073868,2002-01-01,h32v09,591.0,1745.0,32766.0,254.0,0b11111110,0b0,Continuous
11376,11376,-2.4646500679,147.411073868,2003-01-01,h32v09,591.0,1745.0,32766.0,254.0,0b11111110,0b0,Continuous
11376,11376,-2.4646500679,147.411073868,2004-01-01,h32v09,591.0,1745.0,32766.0,254.0,0b11111110,0b0,Continuous
11377,11377,-2.4712341702,150.484664199,2001-01-01,h33v09,593.0,82.0,0.0,57.0,0b00111001,0b0,Continuous
11377,11377,-2.4712341702,150.484664199,2002-01-01,h33v09,593.0,82.0,0.0,44.0,0b00101100,0b0,Continuous
11377,11377,-2.4712341702,150.484664199,2003-01-01,h33v09,593.0,82.0,0.0,59.0,0b00111011,0b0,Continuous
11377,11377,-2.4712341702,150.484664199,2004-01-01,h33v09,593.0,82.0,0.0,46.0,0b00101110,0b0,Continuous
11378,11378,-2.4615677248,147.040217485,2001-01-01,h32v09,590.0,1657.0,32766.0,254.0,0b11111110,0b0,Continuous
11378,11378,-2.4615677248,147.040217485,2002-01-01,h32v09,590.0,1657.0,32766.0,254.0,0b11111110,0b0,Continuous
11378,11378,-2.4615677248,147.040217485,2003-01-01,h32v09,590.0,1657.0,32766.0,254.0,0b11111110,0b0,Continuous
11378,11378,-2.4615677248,147.040217485,2004-01-01,h32v09,590.0,1657.0,32766.0,254.0,0b11111110,0b0,Continuous
11379,11379,-2.4600172555,147.387494989,2001-01-01,h32v09,590.0,1740.0,32766.0,254.0,0b11111110,0b0,Continuous
11379,11379,-2.4600172555,147.387494989,2002-01-01,h32v09,590.0,1740.0,32766.0,254.0,0b11111110,0b0,Continuous
11379,11379,-2.4600172555,147.387494989,2003-01-01,h32v09,590.0,1740.0,32766.0,254.0,0b11111110,0b0,Continuous
11379,11379,-2.4600172555,147.387494989,2004-01-01,h32v09,590.0,1740.0,32766.0,254.0,0b11111110,0b0,Continuous
11380,11380,-2.4591489037,147.308664589,2001-01-01,h32v09,590.0,1721.0,32766.0,254.0,0b11111110,0b0,Continuous
11380,11380,-2.4591489037,147.308664589,2002-01-01,h32v09,590.0,1721.0,32766.0,254.0,0b11111110,0b0,Continuous
11380,11380,-2.4591489037,147.308664589,2003-01-01,h32v09,590.0,1721.0,32766.0,254.0,0b11111110,0b0,Continuous
11380,11380,-2.4591489037,147.308664589,2004-01-01,h32v09,590.0,1721.0,32766.0,254.0,0b11111110,0b0,Continuous
11381,11381,-2.4567772125,147.413134122,2001-01-01,h32v09,589.0,1746.0,32766.0,254.0,0b11111110,0b0,Continuous
11381,11381,-2.4567772125,147.413134122,2002-01-01,h32v09,589.0,1746.0,32766.0,254.0,0b11111110,0b0,Continuous
11381,11381,-2.4567772125,147.413134122,2003-01-01,h32v09,589.0,1746.0,32766.0,254.0,0b11111110,0b0,Continuous
11381,11381,-2.4567772125,147.413134122,2004-01-01,h32v09,589.0,1746.0,32766.0,254.0,0b11111110,0b0,Continuous
11382,11382,-2.4555592877,147.398420592,2001-01-01,h32v09,589.0,1743.0,32766.0,254.0,0b11111110,0b0,Continuous
11382,11382,-2.4555592877,147.398420592,2002-01-01,h32v09,589.0,1743.0,32766.0,254.0,0b11111110,0b0,Continuous
11382,11382,-2.4555592877,147.398420592,2003-01-01,h32v09,589.0,1743.0,32766.0,254.0,0b11111110,0b0,Continuous
11382,11382,-2.4555592877,147.398420592,2004-01-01,h32v09,589.0,1743.0,32766.0,254.0,0b11111110,0b0,Continuous
11383,11383,-2.4400124797,150.355414186,2001-01-01,h33v09,585.0,52.0,32766.0,254.0,0b11111110,0b0,Continuous
11383,11383,-2.4400124797,150.355414186,2002-01-01,h33v09,585.0,52.0,32766.0,254.0,0b11111110,0b0,Continuous
11383,11383,-2.4400124797,150.355414186,2003-01-01,h33v09,585.0,52.0,32766.0,254.0,0b11111110,0b0,Continuous
11383,11383,-2.4400124797,150.355414186,2004-01-01,h33v09,585.0,52.0,32766.0,254.0,0b11111110,0b0,Continuous
11384,11384,-2.4390976017,147.418445828,2001-01-01,h32v09,585.0,1748.0,32766.0,254.0,0b11111110,0b0,Continuous
11384,11384,-2.4390976017,147.418445828,2002-01-01,h32v09,585.0,1748.0,32766.0,254.0,0b11111110,0b0,Continuous
11384,11384,-2.4390976017,147.418445828,2003-01-01,h32v09,585.0,1748.0,32766.0,254.0,0b11111110,0b0,Continuous
11384,11384,-2.4390976017,147.418445828,2004-01-01,h32v09,585.0,1748.0,32766.0,254.0,0b11111110,0b0,Continuous
11385,11385,-2.4391778231,147.102905274,2001-01-01,h32v09,585.0,1672.0,32766.0,254.0,0b11111110,0b0,Continuous
11385,11385,-2.4391778231,147.102905274,2002-01-01,h32v09,585.0,1672.0,32766.0,254.0,0b11111110,0b0,Continuous
11385,11385,-2.4391778231,147.102905274,2003-01-01,h32v09,585.0,1672.0,32766.0,254.0,0b11111110,0b0,Continuous
11385,11385,-2.4391778231,147.102905274,2004-01-01,h32v09,585.0,1672.0,32766.0,254.0,0b11111110,0b0,Continuous
11386,11386,-2.4346124823,147.10832725,2001-01-01,h32v09,584.0,1674.0,32766.0,254.0,0b11111110,0b0,Continuous
11386,11386,-2.4346124823,147.10832725,2002-01-01,h32v09,584.0,1674.0,32766.0,254.0,0b11111110,0b0,Continuous
11386,11386,-2.4346124823,147.10832725,2003-01-01,h32v09,584.0,1674.0,32766.0,254.0,0b11111110,0b0,Continuous
11386,11386,-2.4346124823,147.10832725,2004-01-01,h32v09,584.0,1674.0,32766.0,254.0,0b11111110,0b0,Continuous
11387,11387,-2.4326508488,147.08868663,2001-01-01,h32v09,583.0,1669.0,32766.0,254.0,0b11111110,0b0,Continuous
11387,11387,-2.4326508488,147.08868663,2002-01-01,h32v09,583.0,1669.0,32766.0,254.0,0b11111110,0b0,Continuous
11387,11387,-2.4326508488,147.08868663,2003-01-01,h32v09,583.0,1669.0,32766.0,254.0,0b11111110,0b0,Continuous
