Category,ID,Latitude,Longitude,Date,MODIS_Tile,MYD17A3HGF_061_Line_Y_500m,MYD17A3HGF_061_Sample_X_500m,MYD17A3HGF_061_Npp_500m,MYD17A3HGF_061_Npp_QC_500m,MYD17A3HGF_061_Npp_QC_500m_bitmask,MYD17A3HGF_061_Npp_QC_500m_ContinuousLayer,MYD17A3HGF_061_Npp_QC_500m_ContinuousLayer_Description
17799,17799,-16.5183578495,-145.468377669,2003-01-01,h04v10,1564.0,128.0,32766.0,254.0,0b11111110,0b0,Continuous
17799,17799,-16.5183578495,-145.468377669,2004-01-01,h04v10,1564.0,128.0,32766.0,254.0,0b11111110,0b0,Continuous
17800,17800,-16.5259232752,-154.648108633,2002-07-04,h03v10,1566.0,417.0,32766.0,254.0,0b11111110,0b0,Continuous
17800,17800,-16.5259232752,-154.648108633,2003-01-01,h03v10,1566.0,417.0,32766.0,254.0,0b11111110,0b0,Continuous
17800,17800,-16.5259232752,-154.648108633,2004-01-01,h03v10,1566.0,417.0,32766.0,254.0,0b11111110,0b0,Continuous
17801,17801,-16.5202358261,-151.76565418,2002-07-04,h03v10,1564.0,1079.0,0.7297,83.0,0b01010011,0b0,Continuous
17801,17801,-16.5202358261,-151.76565418,2003-01-01,h03v10,1564.0,1079.0,0.5973,54.0,0b00110110,0b0,Continuous
17801,17801,-16.5202358261,-151.76565418,2004-01-01,h03v10,1564.0,1079.0,0.4698,61.0,0b00111101,0b0,Continuous
17802,17802,-16.511078604,-145.46307076,2002-07-04,h04v10,1562.0,128.0,32766.0,254.0,0b11111110,0b0,Continuous
17802,17802,-16.511078604,-145.46307076,2003-01-01,h04v10,1562.0,128.0,32766.0,254.0,0b11111110,0b0,Continuous
17802,17802,-16.511078604,-145.46307076,2004-01-01,h04v10,1562.0,128.0,32766.0,254.0,0b11111110,0b0,Continuous
17803,17803,-16.5189096724,-143.816179082,2002-07-04,h04v10,1564.0,508.0,0.4176,96.0,0b01100000,0b0,Continuous
17803,17803,-16.5189096724,-143.816179082,2003-01-01,h04v10,1564.0,508.0,0.7209,100.0,0b01100100,0b0,Continuous
17803,17803,-16.5189096724,-143.816179082,2004-01-01,h04v10,1564.0,508.0,0.3023,94.0,0b01011110,0b0,Continuous
17804,17804,-16.5065874434,-144.302643509,2002-07-04,h04v10,1561.0,394.0,32766.0,254.0,0b11111110,0b0,Continuous
17804,17804,-16.5065874434,-144.302643509,2003-01-01,h04v10,1561.0,394.0,32766.0,254.0,0b11111110,0b0,Continuous
17804,17804,-16.5065874434,-144.302643509,2004-01-01,h04v10,1561.0,394.0,32766.0,254.0,0b11111110,0b0,Continuous
17805,17805,-16.5051875869,-151.775746004,2002-07-04,h03v10,1561.0,1074.0,32766.0,254.0,0b11111110,0b0,Continuous
17805,17805,-16.5051875869,-151.775746004,2003-01-01,h03v10,1561.0,1074.0,32766.0,254.0,0b11111110,0b0,Continuous
17805,17805,-16.5051875869,-151.775746004,2004-01-01,h03v10,1561.0,1074.0,32766.0,254.0,0b11111110,0b0,Continuous
17806,17806,-16.5045115305,-145.456148906,2002-07-04,h04v10,1561.0,128.0,32766.0,254.0,0b11111110,0b0,Continuous
17806,17806,-16.5045115305,-145.456148906,2003-01-01,h04v10,1561.0,128.0,32766.0,254.0,0b11111110,0b0,Continuous
17806,17806,-16.5045115305,-145.456148906,2004-01-01,h04v10,1561.0,128.0,32766.0,254.0,0b11111110,0b0,Continuous
17807,17807,-16.5012689687,-144.339187192,2002-07-04,h04v10,1560.0,385.0,32766.0,254.0,0b11111110,0b0,Continuous
17807,17807,-16.5012689687,-144.339187192,2003-01-01,h04v10,1560.0,385.0,32766.0,254.0,0b11111110,0b0,Continuous
17807,17807,-16.5012689687,-144.339187192,2004-01-01,h04v10,1560.0,385.0,32766.0,254.0,0b11111110,0b0,Continuous
17808,17808,-16.5277702494,-151.698881453,2002-07-04,h03v10,1566.0,1096.0,32766.0,254.0,0b11111110,0b0,Continuous
17808,17808,-16.5277702494,-151.698881453,2003-01-01,h03v10,1566.0,1096.0,32766.0,254.0,0b11111110,0b0,Continuous
17808,17808,-16.5277702494,-151.698881453,2004-01-01,h03v10,1566.0,1096.0,32766.0,254.0,0b11111110,0b0,Continuous
17809,17809,-16.4992980086,-145.449766988,2002-07-04,h04v10,1559.0,129.0,32766.0,254.0,0b11111110,0b0,Continuous
17809,17809,-16.4992980086,-145.449766988,2003-01-01,h04v10,1559.0,129.0,32766.0,254.0,0b11111110,0b0,Continuous
17809,17809,-16.4992980086,-145.449766988,2004-01-01,h04v10,1559.0,129.0,32766.0,254.0,0b11111110,0b0,Continuous
17810,17810,-16.5034589149,-154.648059425,2002-07-04,h03v10,1560.0,413.0,32765.0,253.0,0b11111101,0b0,Continuous
17810,17810,-16.5034589149,-154.648059425,2003-01-01,h03v10,1560.0,413.0,32765.0,253.0,0b11111101,0b0,Continuous
17810,17810,-16.5034589149,-154.648059425,2004-01-01,h03v10,1560.0,413.0,32765.0,253.0,0b11111101,0b0,Continuous
17811,17811,-16.4971104905,-145.446280718,2002-07-04,h04v10,1559.0,129.0,32766.0,254.0,0b11111110,0b0,Continuous
17811,17811,-16.4971104905,-145.446280718,2003-01-01,h04v10,1559.0,129.0,32766.0,254.0,0b11111110,0b0,Continuous
17811,17811,-16.4971104905,-145.446280718,2004-01-01,h04v10,1559.0,129.0,32766.0,254.0,0b11111110,0b0,Continuous
17812,17812,-16.4953706052,-145.443519621,2002-07-04,h04v10,1558.0,130.0,32766.0,254.0,0b11111110,0b0,Continuous
17812,17812,-16.4953706052,-145.443519621,2003-01-01,h04v10,1558.0,130.0,32766.0,254.0,0b11111110,0b0,Continuous
17812,17812,-16.4953706052,-145.443519621,2004-01-01,h04v10,1558.0,130.0,32766.0,254.0,0b11111110,0b0,Continuous
17813,17813,-16.4920974306,-145.440048163,2002-07-04,h04v10,1558.0,130.0,32766.0,254.0,0b11111110,0b0,Continuous
17813,17813,-16.4920974306,-145.440048163,2003-01-01,h04v10,1558.0,130.0,32766.0,254.0,0b11111110,0b0,Continuous
17813,17813,-16.4920974306,-145.440048163,2004-01-01,h04v10,1558.0,130.0,32766.0,254.0,0b11111110,0b0,Continuous
17814,17814,-16.4900382032,-144.252121041,2002-07-04,h04v10,1557.0,403.0,32765.0,253.0,0b11111101,0b0,Continuous
17814,17814,-16.4900382032,-144.252121041,2003-01-01,h04v10,1557.0,403.0,32765.0,253.0,0b11111101,0b0,Continuous
17814,17814,-16.4900382032,-144.252121041,2004-01-01,h04v10,1557.0,403.0,32765.0,253.0,0b11111101,0b0,Continuous
17815,17815,-16.4895943289,-151.774991479,2002-07-04,h03v10,1557.0,1072.0,32766.0,254.0,0b11111110,0b0,Continuous
17815,17815,-16.4895943289,-151.774991479,2003-01-01,h03v10,1557.0,1072.0,32766.0,254.0,0b11111110,0b0,Continuous
17815,17815,-16.4895943289,-151.774991479,2004-01-01,h03v10,1557.0,1072.0,32766.0,254.0,0b11111110,0b0,Continuous
17816,17816,-16.4855200409,-144.369108959,2002-07-04,h04v10,1556.0,375.0,32766.0,254.0,0b11111110,0b0,Continuous
17816,17816,-16.4855200409,-144.369108959,2003-01-01,h04v10,1556.0,375.0,32766.0,254.0,0b11111110,0b0,Continuous
17816,17816,-16.4855200409,-144.369108959,2004-01-01,h04v10,1556.0,375.0,32766.0,254.0,0b11111110,0b0,Continuous
17817,17817,-16.4915465239,-143.823924157,2002-07-04,h04v10,1557.0,502.0,32765.0,253.0,0b11111101,0b0,Continuous
17817,17817,-16.4915465239,-143.823924157,2003-01-01,h04v10,1557.0,502.0,32765.0,253.0,0b11111101,0b0,Continuous
17817,17817,-16.4915465239,-143.823924157,2004-01-01,h04v10,1557.0,502.0,32765.0,253.0,0b11111101,0b0,Continuous
17818,17818,-16.4851351386,-143.989716533,2002-07-04,h04v10,1556.0,463.0,32766.0,254.0,0b11111110,0b0,Continuous
17818,17818,-16.4851351386,-143.989716533,2003-01-01,h04v10,1556.0,463.0,32766.0,254.0,0b11111110,0b0,Continuous
17818,17818,-16.4851351386,-143.989716533,2004-01-01,h04v10,1556.0,463.0,32766.0,254.0,0b11111110,0b0,Continuous
17819,17819,-16.4827198143,-154.685364745,2002-07-04,h03v10,1555.0,401.0,32766.0,254.0,0b11111110,0b0,Continuous
17819,17819,-16.4827198143,-154.685364745,2003-01-01,h03v10,1555.0,401.0,32766.0,254.0,0b11111110,0b0,Continuous
17819,17819,-16.4827198143,-154.685364745,2004-01-01,h03v10,1555.0,401.0,32766.0,254.0,0b11111110,0b0,Continuous
17820,17820,-16.4791971411,-143.830291194,2002-07-04,h04v10,1555.0,498.0,32766.0,254.0,0b11111110,0b0,Continuous
17820,17820,-16.4791971411,-143.830291194,2003-01-01,h04v10,1555.0,498.0,32766.0,254.0,0b11111110,0b0,Continuous
17820,17820,-16.4791971411,-143.830291194,2004-01-01,h04v10,1555.0,498.0,32766.0,254.0,0b11111110,0b0,Continuous
17821,17821,-16.4766083803,-145.407822608,2002-07-04,h04v10,1554.0,135.0,32766.0,254.0,0b11111110,0b0,Continuous
17821,17821,-16.4766083803,-145.407822608,2003-01-01,h04v10,1554.0,135.0,32766.0,254.0,0b11111110,0b0,Continuous
17821,17821,-16.4766083803,-145.407822608,2004-01-01,h04v10,1554.0,135.0,32766.0,254.0,0b11111110,0b0,Continuous
17822,17822,-16.478285105,-152.248243213,2002-07-04,h03v10,1554.0,961.0,32766.0,254.0,0b11111110,0b0,Continuous
17822,17822,-16.478285105,-152.248243213,2003-01-01,h03v10,1554.0,961.0,32766.0,254.0,0b11111110,0b0,Continuous
17822,17822,-16.478285105,-152.248243213,2004-01-01,h03v10,1554.0,961.0,32766.0,254.0,0b11111110,0b0,Continuous
17823,17823,-16.4719974787,-143.982149727,2002-07-04,h04v10,1553.0,462.0,32766.0,254.0,0b11111110,0b0,Continuous
17823,17823,-16.4719974787,-143.982149727,2003-01-01,h04v10,1553.0,462.0,32766.0,254.0,0b11111110,0b0,Continuous
17823,17823,-16.4719974787,-143.982149727,2004-01-01,h04v10,1553.0,462.0,32766.0,254.0,0b11111110,0b0,Continuous
17824,17824,-16.4742408071,-152.242965849,2002-07-04,h03v10,1553.0,961.0,32766.0,254.0,0b11111110,0b0,Continuous
17824,17824,-16.4742408071,-152.242965849,2003-01-01,h03v10,1553.0,961.0,32766.0,254.0,0b11111110,0b0,Continuous
17824,17824,-16.4742408071,-152.242965849,2004-01-01,h03v10,1553.0,961.0,32766.0,254.0,0b11111110,0b0,Continuous
17825,17825,-16.4805539994,-151.698981111,2002-07-04,h03v10,1555.0,1088.0,32766.0,254.0,0b11111110,0b0,Continuous
17825,17825,-16.4805539994,-151.698981111,2003-01-01,h03v10,1555.0,1088.0,32766.0,254.0,0b11111110,0b0,Continuous
17825,17825,-16.4805539994,-151.698981111,2004-01-01,h03v10,1555.0,1088.0,32766.0,254.0,0b11111110,0b0,Continuous
17826,17826,-16.4654367733,-144.396683919,2002-07-04,h04v10,1551.0,365.0,32766.0,254.0,0b11111110,0b0,Continuous
17826,17826,-16.4654367733,-144.396683919,2003-01-01,h04v10,1551.0,365.0,32766.0,254.0,0b11111110,0b0,Continuous
17826,17826,-16.4654367733,-144.396683919,2004-01-01,h04v10,1551.0,365.0,32766.0,254.0,0b11111110,0b0,Continuous
17827,17827,-16.4997271541,-151.737234288,2002-07-04,h03v10,1559.0,1082.0,1.8864,76.0,0b01001100,0b0,Continuous
17827,17827,-16.4997271541,-151.737234288,2003-01-01,h03v10,1559.0,1082.0,1.5634999,70.0,0b01000110,0b0,Continuous
17827,17827,-16.4997271541,-151.737234288,2004-01-01,h03v10,1559.0,1082.0,1.5886999,73.0,0b01001001,0b0,Continuous
17828,17828,-16.4637787551,-143.975439461,2002-07-04,h04v10,1551.0,462.0,32766.0,254.0,0b11111110,0b0,Continuous
17828,17828,-16.4637787551,-143.975439461,2003-01-01,h04v10,1551.0,462.0,32766.0,254.0,0b11111110,0b0,Continuous
17828,17828,-16.4637787551,-143.975439461,2004-01-01,h04v10,1551.0,462.0,32766.0,254.0,0b11111110,0b0,Continuous
17829,17829,-16.4647461763,-145.587179226,2002-07-04,h04v10,1551.0,91.0,32766.0,254.0,0b11111110,0b0,Continuous
17829,17829,-16.4647461763,-145.587179226,2003-01-01,h04v10,1551.0,91.0,32766.0,254.0,0b11111110,0b0,Continuous
17829,17829,-16.4647461763,-145.587179226,2004-01-01,h04v10,1551.0,91.0,32766.0,254.0,0b11111110,0b0,Continuous
17830,17830,-16.4706994751,-151.777023773,2002-07-04,h03v10,1552.0,1068.0,0.6432,81.0,0b01010001,0b0,Continuous
17830,17830,-16.4706994751,-151.777023773,2003-01-01,h03v10,1552.0,1068.0,0.6098,48.0,0b00110000,0b0,Continuous
17830,17830,-16.4706994751,-151.777023773,2004-01-01,h03v10,1552.0,1068.0,0.53,63.0,0b00111111,0b0,Continuous
17831,17831,-16.4587692913,-151.772941589,2002-07-04,h03v10,1550.0,1067.0,32765.0,253.0,0b11111101,0b0,Continuous
17831,17831,-16.4587692913,-151.772941589,2003-01-01,h03v10,1550.0,1067.0,32765.0,253.0,0b11111101,0b0,Continuous
17831,17831,-16.4587692913,-151.772941589,2004-01-01,h03v10,1550.0,1067.0,32765.0,253.0,0b11111101,0b0,Continuous
17832,17832,-16.459163068,-144.401695346,2002-07-04,h04v10,1550.0,363.0,32766.0,254.0,0b11111110,0b0,Continuous
17832,17832,-16.459163068,-144.401695346,2003-01-01,h04v10,1550.0,363.0,32766.0,254.0,0b11111110,0b0,Continuous
17832,17832,-16.459163068,-144.401695346,2004-01-01,h04v10,1550.0,363.0,32766.0,254.0,0b11111110,0b0,Continuous
17833,17833,-16.4574459662,-143.966548864,2002-07-04,h04v10,1549.0,463.0,32766.0,254.0,0b11111110,0b0,Continuous
17833,17833,-16.4574459662,-143.966548864,2003-01-01,h04v10,1549.0,463.0,32766.0,254.0,0b11111110,0b0,Continuous
17833,17833,-16.4574459662,-143.966548864,2004-01-01,h04v10,1549.0,463.0,32766.0,254.0,0b11111110,0b0,Continuous
17834,17834,-16.4549169943,-151.770381819,2002-07-04,h03v10,1549.0,1066.0,32765.0,253.0,0b11111101,0b0,Continuous
17834,17834,-16.4549169943,-151.770381819,2003-01-01,h03v10,1549.0,1066.0,32765.0,253.0,0b11111101,0b0,Continuous
17834,17834,-16.4549169943,-151.770381819,2004-01-01,h03v10,1549.0,1066.0,32765.0,253.0,0b11111101,0b0,Continuous
17835,17835,-16.4541322467,-144.409596082,2002-07-04,h04v10,1548.0,361.0,32766.0,254.0,0b11111110,0b0,Continuous
17835,17835,-16.4541322467,-144.409596082,2003-01-01,h04v10,1548.0,361.0,32766.0,254.0,0b11111110,0b0,Continuous
17835,17835,-16.4541322467,-144.409596082,2004-01-01,h04v10,1548.0,361.0,32766.0,254.0,0b11111110,0b0,Continuous
17836,17836,-16.4516802672,-151.769180202,2002-07-04,h03v10,1548.0,1066.0,32765.0,253.0,0b11111101,0b0,Continuous
17836,17836,-16.4516802672,-151.769180202,2003-01-01,h03v10,1548.0,1066.0,32765.0,253.0,0b11111101,0b0,Continuous
17836,17836,-16.4516802672,-151.769180202,2004-01-01,h03v10,1548.0,1066.0,32765.0,253.0,0b11111101,0b0,Continuous
17837,17837,-16.4503538741,-143.959846337,2002-07-04,h04v10,1548.0,463.0,32766.0,254.0,0b11111110,0b0,Continuous
17837,17837,-16.4503538741,-143.959846337,2003-01-01,h04v10,1548.0,463.0,32766.0,254.0,0b11111110,0b0,Continuous
17837,17837,-16.4503538741,-143.959846337,2004-01-01,h04v10,1548.0,463.0,32766.0,254.0,0b11111110,0b0,Continuous
17838,17838,-16.449606073,-151.762950708,2002-07-04,h03v10,1547.0,1067.0,32765.0,253.0,0b11111101,0b0,Continuous
17838,17838,-16.449606073,-151.762950708,2003-01-01,h03v10,1547.0,1067.0,32765.0,253.0,0b11111101,0b0,Continuous
17838,17838,-16.449606073,-151.762950708,2004-01-01,h03v10,1547.0,1067.0,32765.0,253.0,0b11111101,0b0,Continuous
17839,17839,-16.4506230371,-151.766686983,2002-07-04,h03v10,1548.0,1067.0,32766.0,254.0,0b11111110,0b0,Continuous
17839,17839,-16.4506230371,-151.766686983,2003-01-01,h03v10,1548.0,1067.0,32766.0,254.0,0b11111110,0b0,Continuous
17839,17839,-16.4506230371,-151.766686983,2004-01-01,h03v10,1548.0,1067.0,32766.0,254.0,0b11111110,0b0,Continuous
17840,17840,-16.4500177917,-151.740859028,2002-07-04,h03v10,1548.0,1072.0,32766.0,254.0,0b11111110,0b0,Continuous
17840,17840,-16.4500177917,-151.740859028,2003-01-01,h03v10,1548.0,1072.0,32766.0,254.0,0b11111110,0b0,Continuous
17840,17840,-16.4500177917,-151.740859028,2004-01-01,h03v10,1548.0,1072.0,32766.0,254.0,0b11111110,0b0,Continuous
17841,17841,-16.4500948616,-145.607412636,2002-07-04,h04v10,1548.0,84.0,32766.0,254.0,0b11111110,0b0,Continuous
17841,17841,-16.4500948616,-145.607412636,2003-01-01,h04v10,1548.0,84.0,32766.0,254.0,0b11111110,0b0,Continuous
17841,17841,-16.4500948616,-145.607412636,2004-01-01,h04v10,1548.0,84.0,32766.0,254.0,0b11111110,0b0,Continuous
17842,17842,-16.4541695278,-151.727497374,2002-07-04,h03v10,1549.0,1076.0,32766.0,254.0,0b11111110,0b0,Continuous
17842,17842,-16.4541695278,-151.727497374,2003-01-01,h03v10,1549.0,1076.0,32766.0,254.0,0b11111110,0b0,Continuous
17842,17842,-16.4541695278,-151.727497374,2004-01-01,h03v10,1549.0,1076.0,32766.0,254.0,0b11111110,0b0,Continuous
17843,17843,-16.4471047665,-144.417527597,2002-07-04,h04v10,1547.0,358.0,32766.0,254.0,0b11111110,0b0,Continuous
17843,17843,-16.4471047665,-144.417527597,2003-01-01,h04v10,1547.0,358.0,32766.0,254.0,0b11111110,0b0,Continuous
17843,17843,-16.4471047665,-144.417527597,2004-01-01,h04v10,1547.0,358.0,32766.0,254.0,0b11111110,0b0,Continuous
17844,17844,-16.4454355317,-151.764190337,2002-07-04,h03v10,1546.0,1066.0,0.5324,90.0,0b01011010,0b0,Continuous
17844,17844,-16.4454355317,-151.764190337,2003-01-01,h03v10,1546.0,1066.0,0.3076,74.0,0b01001010,0b0,Continuous
17844,17844,-16.4454355317,-151.764190337,2004-01-01,h03v10,1546.0,1066.0,0.3924,79.0,0b01001111,0b0,Continuous
17845,17845,-16.4446058636,-143.952546615,2002-07-04,h04v10,1546.0,464.0,32766.0,254.0,0b11111110,0b0,Continuous
17845,17845,-16.4446058636,-143.952546615,2003-01-01,h04v10,1546.0,464.0,32766.0,254.0,0b11111110,0b0,Continuous
17845,17845,-16.4446058636,-143.952546615,2004-01-01,h04v10,1546.0,464.0,32766.0,254.0,0b11111110,0b0,Continuous
17846,17846,-16.4436272746,-143.925283503,2002-07-04,h04v10,1546.0,470.0,32766.0,254.0,0b11111110,0b0,Continuous
17846,17846,-16.4436272746,-143.925283503,2003-01-01,h04v10,1546.0,470.0,32766.0,254.0,0b11111110,0b0,Continuous
17846,17846,-16.4436272746,-143.925283503,2004-01-01,h04v10,1546.0,470.0,32766.0,254.0,0b11111110,0b0,Continuous
17847,17847,-16.4543825454,-143.874023925,2002-07-04,h04v10,1549.0,484.0,32766.0,254.0,0b11111110,0b0,Continuous
17847,17847,-16.4543825454,-143.874023925,2003-01-01,h04v10,1549.0,484.0,32766.0,254.0,0b11111110,0b0,Continuous
17847,17847,-16.4543825454,-143.874023925,2004-01-01,h04v10,1549.0,484.0,32766.0,254.0,0b11111110,0b0,Continuous
17848,17848,-16.442935937,-143.929639573,2002-07-04,h04v10,1546.0,469.0,32766.0,254.0,0b11111110,0b0,Continuous
17848,17848,-16.442935937,-143.929639573,2003-01-01,h04v10,1546.0,469.0,32766.0,254.0,0b11111110,0b0,Continuous
17848,17848,-16.442935937,-143.929639573,2004-01-01,h04v10,1546.0,469.0,32766.0,254.0,0b11111110,0b0,Continuous
17849,17849,-16.4420242738,-143.948209708,2002-07-04,h04v10,1546.0,465.0,32766.0,254.0,0b11111110,0b0,Continuous
17849,17849,-16.4420242738,-143.948209708,2003-01-01,h04v10,1546.0,465.0,32766.0,254.0,0b11111110,0b0,Continuous
17849,17849,-16.4420242738,-143.948209708,2004-01-01,h04v10,1546.0,465.0,32766.0,254.0,0b11111110,0b0,Continuous
17850,17850,-16.44230985,-143.940511363,2002-07-04,h04v10,1546.0,467.0,32766.0,254.0,0b11111110,0b0,Continuous
17850,17850,-16.44230985,-143.940511363,2003-01-01,h04v10,1546.0,467.0,32766.0,254.0,0b11111110,0b0,Continuous
17850,17850,-16.44230985,-143.940511363,2004-01-01,h04v10,1546.0,467.0,32766.0,254.0,0b11111110,0b0,Continuous
17851,17851,-16.4440814357,-151.755536679,2002-07-04,h03v10,1546.0,1068.0,0.2983,94.0,0b01011110,0b0,Continuous
17851,17851,-16.4440814357,-151.755536679,2003-01-01,h03v10,1546.0,1068.0,0.5399,74.0,0b01001010,0b0,Continuous
17851,17851,-16.4440814357,-151.755536679,2004-01-01,h03v10,1546.0,1068.0,0.3718,76.0,0b01001100,0b0,Continuous
17852,17852,-16.4456524727,-152.257969244,2002-07-04,h03v10,1546.0,953.0,0.5161,73.0,0b01001001,0b0,Continuous
17852,17852,-16.4456524727,-152.257969244,2003-01-01,h03v10,1546.0,953.0,0.2908,62.0,0b00111110,0b0,Continuous
17852,17852,-16.4456524727,-152.257969244,2004-01-01,h03v10,1546.0,953.0,0.2707,52.0,0b00110100,0b0,Continuous
17853,17853,-16.437029358,-144.426666461,2002-07-04,h04v10,1544.0,354.0,32766.0,254.0,0b11111110,0b0,Continuous
17853,17853,-16.437029358,-144.426666461,2003-01-01,h04v10,1544.0,354.0,32766.0,254.0,0b11111110,0b0,Continuous
17853,17853,-16.437029358,-144.426666461,2004-01-01,h04v10,1544.0,354.0,32766.0,254.0,0b11111110,0b0,Continuous
17854,17854,-16.4511185844,-144.261228378,2002-07-04,h04v10,1548.0,394.0,32766.0,254.0,0b11111110,0b0,Continuous
17854,17854,-16.4511185844,-144.261228378,2003-01-01,h04v10,1548.0,394.0,32766.0,254.0,0b11111110,0b0,Continuous
17854,17854,-16.4511185844,-144.261228378,2004-01-01,h04v10,1548.0,394.0,32766.0,254.0,0b11111110,0b0,Continuous
17855,17855,-16.4416959542,-145.371119713,2002-07-04,h04v10,1546.0,137.0,32766.0,254.0,0b11111110,0b0,Continuous
17855,17855,-16.4416959542,-145.371119713,2003-01-01,h04v10,1546.0,137.0,32766.0,254.0,0b11111110,0b0,Continuous
17855,17855,-16.4416959542,-145.371119713,2004-01-01,h04v10,1546.0,137.0,32766.0,254.0,0b11111110,0b0,Continuous
17856,17856,-16.4237504417,-145.643180601,2002-07-04,h04v10,1541.0,71.0,32766.0,254.0,0b11111110,0b0,Continuous
17856,17856,-16.4237504417,-145.643180601,2003-01-01,h04v10,1541.0,71.0,32766.0,254.0,0b11111110,0b0,Continuous
17856,17856,-16.4237504417,-145.643180601,2004-01-01,h04v10,1541.0,71.0,32766.0,254.0,0b11111110,0b0,Continuous
17857,17857,-16.4409920919,-152.284427893,2002-07-04,h03v10,1545.0,946.0,32766.0,254.0,0b11111110,0b0,Continuous
17857,17857,-16.4409920919,-152.284427893,2003-01-01,h03v10,1545.0,946.0,32766.0,254.0,0b11111110,0b0,Continuous
17857,17857,-16.4409920919,-152.284427893,2004-01-01,h03v10,1545.0,946.0,32766.0,254.0,0b11111110,0b0,Continuous
17858,17858,-16.4199879789,-152.260408333,2002-07-04,h03v10,1540.0,947.0,32766.0,254.0,0b11111110,0b0,Continuous
17858,17858,-16.4199879789,-152.260408333,2003-01-01,h03v10,1540.0,947.0,32766.0,254.0,0b11111110,0b0,Continuous
17858,17858,-16.4199879789,-152.260408333,2004-01-01,h03v10,1540.0,947.0,32766.0,254.0,0b11111110,0b0,Continuous
17859,17859,-16.4315543324,-152.241564599,2002-07-04,h03v10,1543.0,954.0,32766.0,254.0,0b11111110,0b0,Continuous
17859,17859,-16.4315543324,-152.241564599,2003-01-01,h03v10,1543.0,954.0,32766.0,254.0,0b11111110,0b0,Continuous
17859,17859,-16.4315543324,-152.241564599,2004-01-01,h03v10,1543.0,954.0,32766.0,254.0,0b11111110,0b0,Continuous
17860,17860,-16.4180000806,-144.289856705,2002-07-04,h04v10,1540.0,382.0,32766.0,254.0,0b11111110,0b0,Continuous
17860,17860,-16.4180000806,-144.289856705,2003-01-01,h04v10,1540.0,382.0,32766.0,254.0,0b11111110,0b0,Continuous
17860,17860,-16.4180000806,-144.289856705,2004-01-01,h04v10,1540.0,382.0,32766.0,254.0,0b11111110,0b0,Continuous
17861,17861,-16.4112270709,-144.293274446,2002-07-04,h04v10,1538.0,380.0,32766.0,254.0,0b11111110,0b0,Continuous
17861,17861,-16.4112270709,-144.293274446,2003-01-01,h04v10,1538.0,380.0,32766.0,254.0,0b11111110,0b0,Continuous
17861,17861,-16.4112270709,-144.293274446,2004-01-01,h04v10,1538.0,380.0,32766.0,254.0,0b11111110,0b0,Continuous
17862,17862,-16.4122350142,-145.392076862,2002-07-04,h04v10,1538.0,127.0,32766.0,254.0,0b11111110,0b0,Continuous
17862,17862,-16.4122350142,-145.392076862,2003-01-01,h04v10,1538.0,127.0,32766.0,254.0,0b11111110,0b0,Continuous
17862,17862,-16.4122350142,-145.392076862,2004-01-01,h04v10,1538.0,127.0,32766.0,254.0,0b11111110,0b0,Continuous
17863,17863,-16.4079642137,-143.150392314,2002-07-04,h04v10,1537.0,643.0,32765.0,253.0,0b11111101,0b0,Continuous
