society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
Nd61,Taviwatsiu,xd1198,utee1244,Ute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.545318676,,,,
Na30,Dene,xd1046,chip1261,Chipewyan,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.550679348,,,,
B190,Guaicura,xd985,guai1237,Guaicurian,,MonthlyMeanNetPrimaryProduction,0.551209702,,,,
Aj3,Nuer,xd406,nuer1246,Nuer,Nilotic,MonthlyMeanNetPrimaryProduction,0.556957728,,,,
Nd50,Panguitch,xd1186,utee1244,Ute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.557188735,,,,
Ai6,Shilluk,xd380,shil1265,Shilluk,Nilotic,MonthlyMeanNetPrimaryProduction,0.557233812,,,,
Sg5,Alacaluf,xd1387,qawa1238,Qawasqar,Kawesqar,MonthlyMeanNetPrimaryProduction,0.561437747,,,,
WNAI139,Yavapai (Southeast),xd1203,yava1252,Yavapai,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.562133749,,,,
WNAI148,Western Apache (South Tonto),xd1267,west2615,Western Apache,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.562133749,,,,
Ne3,Comanche,xd1222,coma1245,Comanche,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.564358943,,,,
Nd4,Sanpoil,xd1174,sanp1257,Sanpoil,Salishan,MonthlyMeanNetPrimaryProduction,0.564426877,,,,
WNAI100,Sanpoil,xd1174,sanp1257,Sanpoil,Salishan,MonthlyMeanNetPrimaryProduction,0.564426877,,,,
Cd6,Ancient Egyptians,xd524,egyp1246,Egyptian (Ancient),Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.566205534,,,,
B213,Hukundika,xd1185,nort2955,Northern Shoshoni,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.5664958,,,,
Ai13,Laka,xd341,laka1254,Laka (Chad),Central Sudanic,MonthlyMeanNetPrimaryProduction,0.567723424,,,,
B353,Attawapiskat Cree,xd1065,swam1239,Swampy Cree,Algic,MonthlyMeanNetPrimaryProduction,0.568317688,,,,
WNAI167,San Ildefonso,xd1261,sani1273,San Ildefonso,Kiowa-Tanoan,MonthlyMeanNetPrimaryProduction,0.57007164,,,,
WNAI168,Santa Clara,xd1277,sant1421,Santa Clara,Kiowa-Tanoan,MonthlyMeanNetPrimaryProduction,0.57007164,,,,
Ni8,Opata,xd1293,opat1246,Teguima,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.571113631,,,,
Ne9,Arapaho,xd1228,arap1274,Arapaho,Algic,MonthlyMeanNetPrimaryProduction,0.571516798,,,,
B188,Modoc,xd1140,klam1254,Klamath-Modoc,,MonthlyMeanNetPrimaryProduction,0.574413291,,,,
Ai35,Bongo,xd365,bong1285,Bongo,Central Sudanic,MonthlyMeanNetPrimaryProduction,0.575495804,,,,
Nh27,Kewa,xd1278,sant1425,Santo Domingo,Keresan,MonthlyMeanNetPrimaryProduction,0.576605731,,,,
Ec2,Yakut,xd628,yaku1245,Sakha,Turkic,MonthlyMeanNetPrimaryProduction,0.57735919,,,,
B356,Kutchin,xd1037,gwic1235,Gwich'in,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.585912796,,,,
B246,Arapaho,xd1228,arap1274,Arapaho,Algic,MonthlyMeanNetPrimaryProduction,0.587963192,,,,
Ne12,Blackfoot,xd1211,pieg1239,Piegan,Algic,MonthlyMeanNetPrimaryProduction,0.588605484,,,,
Na27,Tahltan,xd1043,tahl1239,Tahltan,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.589235425,,,,
Cb6,Tera,xd483,tera1251,Tera,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.591322875,,,,
WNAI126,Agaiduka,xd1182,nort2955,Northern Shoshoni,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.59250247,,,,
Na15,Tlicho,xd1032,dogr1252,Dogrib,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.592669219,,,,
WNAI92,Akwa’ala,xd1426,paip1241,Paipai,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.593787055,,,,
Ag37,Awuna,xd274,awun1244,Awuna,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.596613174,,,,
Ag38,Builsa,xd275,buli1254,Buli (Ghana),Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.596613174,,,,
Ca10,Esa,xd416,nort3051,Northern Somali,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.599172431,,,,
B287,Haisla,xd1105,hais1244,Haisla,Wakashan,MonthlyMeanNetPrimaryProduction,0.599703557,,,,
B283,Heiltsuk,xd1083,bell1263,Bella Bella,Wakashan,MonthlyMeanNetPrimaryProduction,0.601500741,,,,
ch15,Erzya Mordvins,xd552,erzy1239,Erzya,Uralic,MonthlyMeanNetPrimaryProduction,0.603069417,,,,
B243,Kiowa,xd1216,kiow1266,Kiowa,Kiowa-Tanoan,MonthlyMeanNetPrimaryProduction,0.604391057,,,,
Nc30,Serrano,xd1130,serr1255,Serrano,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.604476676,,,,
WNAI86,Cahuilla (Pass),xd1439,cahu1264,Cahuilla,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.604476676,,,,
B148,Southern Valley Yokuts,xd1123,vall1251,Valley Yokuts,Yokutsan,MonthlyMeanNetPrimaryProduction,0.605056174,,,,
Nc24,Southern Valley Yokuts,xd1123,vall1251,Valley Yokuts,Yokutsan,MonthlyMeanNetPrimaryProduction,0.605056174,,,,
Nc3,Northern Foothill Yokuts,xd1129,nort2937,Northern Hill/Valley Yokuts,Yokutsan,MonthlyMeanNetPrimaryProduction,0.605056174,,,,
B226,Kidutokado,xd1157,nort1551,North Northern Paiute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.605545949,,,,
WNAI51,Achumawi (East),xd1108,achu1247,Achumawi,Palaihnihan,MonthlyMeanNetPrimaryProduction,0.605545949,,,,
B152,Tübalulabal,xd1118,tuba1278,Tübatulabal,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.6078125,,,,
WNAI78,Tübalulabal,xd1118,tuba1278,Tübatulabal,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.6078125,,,,
Nd58,Uintah Ute,xd1194,utee1244,Ute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.60982584,,,,
WNAI7,Haisla,xd1105,hais1244,Haisla,Wakashan,MonthlyMeanNetPrimaryProduction,0.61017169,,,,
Nd59,Moanunts,xd1195,utee1244,Ute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.613562253,,,,
Aa7,Naron,xd7,naro1249,Naro,Khoe-Kwadi,MonthlyMeanNetPrimaryProduction,0.615728892,,,,
ec16,Evenk,xd624,even1259,Evenki,Tungusic,MonthlyMeanNetPrimaryProduction,0.617718626,,,,
B370,Kobuk Inuit,xd1015,kobu1239,Kobuk River Inupiatun,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.620701581,,,,
Cd7,Beraber,xd525,cent2194,Central Moroccan Berber,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.621121542,,,,
B55,Yahgan,xd1383,yama1264,Yámana,,MonthlyMeanNetPrimaryProduction,0.626957757,,,,
Sg1,Yahgan,xd1383,yama1264,Yámana,,MonthlyMeanNetPrimaryProduction,0.626957757,,,,
Na10,Chugach,xd1027,chug1254,Chugach,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.62892169,,,,
B358,Délįne,xd1033,nort2942,North Slavey,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.629641742,,,,
Eb4,Dagur,xd612,daur1238,Dagur,Mongolic,MonthlyMeanNetPrimaryProduction,0.629798666,,,,
SCCS179,Shavante,xd1409,xava1240,Xavánte,Nuclear-Macro-Je,MonthlyMeanNetPrimaryProduction,0.629910842,,,,
Ne10,Arikara,xd1209,arik1262,Arikara,Caddoan,MonthlyMeanNetPrimaryProduction,0.631663785,,,,
Aj31,Pari,xd408,pari1256,Päri,Nilotic,MonthlyMeanNetPrimaryProduction,0.631947288,,,,
B229,Bohogue,xd1180,nort2955,Northern Shoshoni,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.638031126,,,,
Nd45,Bohogue,xd1180,nort2955,Northern Shoshoni,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.638031126,,,,
Nd63,Bannock,xd1200,bann1248,Bannock,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.638031126,,,,
SCCS159,Wayuu,xd1331,wayu1243,Wayuu,Arawakan,MonthlyMeanNetPrimaryProduction,0.640663599,,,,
Sb6,Wayuu,xd1331,wayu1243,Wayuu,Arawakan,MonthlyMeanNetPrimaryProduction,0.640663599,,,,
Ag50,Moba,xd289,moba1244,Moba,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.642738073,,,,
Ag51,Somba,xd290,dita1238,Ditammari,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.642738073,,,,
Ag52,Tem,xd291,temm1241,Tem,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.642738073,,,,
B336,Alkatcho,xd1069,sout2958,Southern Carrier,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.654743083,,,,
B318,Klikitat,xd1149,nucl1237,Nuclear Yakima,Sahaptian,MonthlyMeanNetPrimaryProduction,0.65600914,,,,
WNAI6,Gitxsan,xd998,gitx1241,Gitxsan,Tsimshian,MonthlyMeanNetPrimaryProduction,0.657534585,,,,
Ed1,Koreans,xd638,kore1280,Korean,Koreanic,MonthlyMeanNetPrimaryProduction,0.658633893,,,,
Ah30,Longuda,xd321,long1389,Longuda,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.658702866,,,,
Ah33,Yungur,xd324,bena1260,Bena (Nigeria),Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.658702866,,,,
Ah35,Bura,xd326,bura1292,Bura-Pabir,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.658702866,,,,
Cb27,Bachama,xd477,baca1246,Bacama,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.658702866,,,,
Cb28,Dera,xd478,dera1248,Dera (Nigeria),Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.658702866,,,,
SCCS122,Deg Xit'an,xd1066,dege1248,Degexit'an,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.664568923,,,,
Ef9,Gujarati,xd671,guja1252,Gujarati,Indo-European,MonthlyMeanNetPrimaryProduction,0.664845574,,,,
B222,Southern Ute,xd1152,utee1244,Ute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.665062994,,,,
Nd2,Southern Ute,xd1152,utee1244,Ute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.665062994,,,,
WNAI131,Southern Ute,xd1152,utee1244,Ute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.665062994,,,,
Ci10,Armenians,xd575,nucl1235,Eastern Armenian,Indo-European,MonthlyMeanNetPrimaryProduction,0.670034585,,,,
Ec5,Koryak,xd633,kory1246,Koryak,Chukotko-Kamchatkan,MonthlyMeanNetPrimaryProduction,0.670318395,,,,
B333,Shuswap,xd1143,shus1248,Shuswap,Salishan,MonthlyMeanNetPrimaryProduction,0.671671196,,,,
Ne8,Teton,xd1227,lako1247,Lakota,Siouan,MonthlyMeanNetPrimaryProduction,0.673036067,,,,
SCCS120,Yukaghir,xd634,nort2745,Northern Yukaghir,Yukaghir,MonthlyMeanNetPrimaryProduction,0.673851285,,,,
B369,Norton Sound Inuit,xd1014,kusk1241,General Central Yup'ik,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.67534585,,,,
Na4,Kaska,xd1056,kask1239,Kaska,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.678149704,,,,
Cd16,Moroccans,xd514,sout3117,Southern Morocco Arabic,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.679817194,,,,
B342,Montagnais,xd1048,mont1268,Montagnais,Algic,MonthlyMeanNetPrimaryProduction,0.68781497,,,,
SCCS132,Nuxalk,xd1106,bell1243,Bella Coola,Salishan,MonthlyMeanNetPrimaryProduction,0.687957016,,,,
Ad33,Pokomo,xd102,poko1261,Pokomo,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.689223073,,,,
B316,Umatilla,xd1151,umat1237,Umatilla,Sahaptian,MonthlyMeanNetPrimaryProduction,0.689834486,,,,
Ag34,Dorosie,xd271,dogo1295,Dogosé,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.690536472,,,,
B225,Washo,xd1196,wash1253,Washo,,MonthlyMeanNetPrimaryProduction,0.692780385,,,,
Ed3,Manchu,xd646,manc1252,Manchu,Tungusic,MonthlyMeanNetPrimaryProduction,0.693039773,,,,
Ec9,Nanai,xd637,nana1257,Nanai,Tungusic,MonthlyMeanNetPrimaryProduction,0.697992836,,,,
Ag12,Nankanse,xd247,nank1249,Nankana,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.699604743,,,,
Ag46,Manprusi,xd284,mamp1244,Mampruli,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.699604743,,,,
Ch7,Ukranians,xd571,east2270,East Ukrainian,Indo-European,MonthlyMeanNetPrimaryProduction,0.700426136,,,,
Cg4,Sami,xd544,nort2671,North Saami,Uralic,MonthlyMeanNetPrimaryProduction,0.700963439,,,,
Eb7,Chahar,xd615,peri1253,Peripheral Mongolian,Mongolic,MonthlyMeanNetPrimaryProduction,0.71048666,,,,
Ah34,Bata,xd325,bata1314,Bata,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.713379807,,,,
Ah36,Gude,xd327,gude1246,Gude,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.713379807,,,,
Ah37,Hwana,xd328,hwan1240,Hwana,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.713379807,,,,
Nh6,Taos,xd1282,taos1236,Taos,Kiowa-Tanoan,MonthlyMeanNetPrimaryProduction,0.714587451,,,,
B317,Wenatchi,xd1148,wena1241,Wenatchi,Salishan,MonthlyMeanNetPrimaryProduction,0.716903409,,,,
WNAI102,Wenatchi,xd1148,wena1241,Wenatchi,Salishan,MonthlyMeanNetPrimaryProduction,0.716903409,,,,
B147,Kumeyaay,xd1137,kumi1248,Tipai,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.720238389,,,,
B354,Koyukon,xd1010,koyu1237,Koyukon,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.722807559,,,,
Nh23,Kewyipaya,xd1274,yava1252,Yavapai,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.726028543,,,,
Nd46,Agaiduka,xd1182,nort2955,Northern Shoshoni,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.732336957,,,,
Ef11,Uttar Pradesh,xd663,bhoj1244,Bhojpuri,Indo-European,MonthlyMeanNetPrimaryProduction,0.734288252,,,,
SCCS63,Uttar Pradesh,xd663,bhoj1244,Bhojpuri,Indo-European,MonthlyMeanNetPrimaryProduction,0.734288252,,,,
Ac43,Mambwe,xd70,mamb1296,Mambwe-Lungu,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.735648775,,,,
If3,Majuro,xd834,rata1243,Ratak,Austronesian,MonthlyMeanNetPrimaryProduction,0.73604249,,,,"Note, estimate is from a point 90 km away (coordinates: 6.37,171.51); data were not available at society's reported location"
Eg11,Koya,xd674,koya1251,Koya,Dravidian,MonthlyMeanNetPrimaryProduction,0.736603576,,,,
Nd1,Tenino,xd1141,teni1238,Tenino,Sahaptian,MonthlyMeanNetPrimaryProduction,0.74176754,,,,
WNAI101,Sinkiuse-Columbia,xd1419,colu1250,Columbia,Salishan,MonthlyMeanNetPrimaryProduction,0.74343503,,,,
Na8,Deg Xit'an,xd1066,dege1248,Degexit'an,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.748258399,,,,
B254,Bungi,xd1213,west1510,Western Ojibwa,Algic,MonthlyMeanNetPrimaryProduction,0.756571146,,,,
B209,Timponogas,xd991,utee1244,Ute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.756929348,,,,
Aj16,Mondari,xd391,mand1425,Mandari,Nilotic,MonthlyMeanNetPrimaryProduction,0.757147416,,,,
WNAI97,Lillooet,xd1207,lill1248,Lillooet,Salishan,MonthlyMeanNetPrimaryProduction,0.758862401,,,,
Ne15,Hidatsa,xd1214,hida1246,Hidatsa,Siouan,MonthlyMeanNetPrimaryProduction,0.761196887,,,,
Ne6,Mandan,xd1225,mand1446,Mandan,Siouan,MonthlyMeanNetPrimaryProduction,0.761196887,,,,
SCCS141,Hidatsa,xd1214,hida1246,Hidatsa,Siouan,MonthlyMeanNetPrimaryProduction,0.761196887,,,,
Nd19,Umatilla,xd1151,umat1237,Umatilla,Sahaptian,MonthlyMeanNetPrimaryProduction,0.761795949,,,,
WNAI108,Umatilla,xd1151,umat1237,Umatilla,Sahaptian,MonthlyMeanNetPrimaryProduction,0.761795949,,,,
WNAI166,Ohkay Owingeh,xd1429,sanj1276,San Juan (USA),Kiowa-Tanoan,MonthlyMeanNetPrimaryProduction,0.7633708,,,,
Ah15,Reshe,xd304,resh1242,Reshe,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.765123466,,,,
Ag10,Konkomba,xd245,konk1269,Konkomba,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.770233303,,,,
Nb5,Eyak,xd1102,eyak1241,Eyak,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.772498402,,,,
SCCS130,Eyak,xd1102,eyak1241,Eyak,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.772498402,,,,
Ab19,Ambo,xd20,ndon1254,Ndonga,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.773354261,,,,
Ne4,Crow,xd1223,crow1244,Crow,Siouan,MonthlyMeanNetPrimaryProduction,0.777877964,,,,
Nc10,Achumawi,xd1108,achu1247,Achumawi,Palaihnihan,MonthlyMeanNetPrimaryProduction,0.782207263,,,,
Nc4,Atsugewi,xd1135,atsu1245,Atsugewi,Palaihnihan,MonthlyMeanNetPrimaryProduction,0.782207263,,,,
B298,Aleut,xd1067,east2533,Eastern Aleut,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.78629879,,,,
SCCS123,Aleut,xd1067,east2533,Eastern Aleut,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.78629879,,,,
Nd12,Bitterroot Salish,xd1144,kali1309,Kalispel,Salishan,MonthlyMeanNetPrimaryProduction,0.786758893,,,,
WNAI77,Southern Valley Yokuts (Yauelmani),xd1123,vall1251,Valley Yokuts,Yokutsan,MonthlyMeanNetPrimaryProduction,0.789328578,,,,
Nd66,Yavapai,xd1203,yava1252,Yavapai,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.789766551,,,,
WNAI147,Western Apache (North Tonto),xd1267,west2615,Western Apache,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.789766551,,,,
Ci5,Turks,xd581,nucl1301,Turkish,Turkic,MonthlyMeanNetPrimaryProduction,0.790526186,,,,
SCCS186,Yahgan,xd1383,yama1264,Yámana,,MonthlyMeanNetPrimaryProduction,0.791574028,,,,
Nf6,Pawnee,xd1240,pawn1254,Pawnee,Caddoan,MonthlyMeanNetPrimaryProduction,0.792261611,,,,
SCCS142,Pawnee,xd1240,pawn1254,Pawnee,Caddoan,MonthlyMeanNetPrimaryProduction,0.792261611,,,,
Nf5,Wichita,xd1239,wich1260,Wichita,Caddoan,MonthlyMeanNetPrimaryProduction,0.792670195,,,,
Sc2,Pumé,xd1345,pume1238,Pumé,,MonthlyMeanNetPrimaryProduction,0.793638834,,,,
B54,Ona,xd1385,onaa1245,Selk'nam,Chonan,MonthlyMeanNetPrimaryProduction,0.794589921,,,,
B257,Assiniboine,xd1210,assi1247,Assiniboine,Siouan,MonthlyMeanNetPrimaryProduction,0.798165761,,,,
B364,Holikachuk,xd1013,holi1241,Holikachuk,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.79854249,,,,
Ag19,Diola,xd254,ejam1238,Ejamat,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.802108735,,,,
B100,Worrorra,xd949,worr1237,Worrorra,Worrorran,MonthlyMeanNetPrimaryProduction,0.802287029,,,,
Nd47,Tukudika,xd1181,nort2955,Northern Shoshoni,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.803353508,,,,
Eg9,Baiga,xd685,chha1249,Chhattisgarhi,Indo-European,MonthlyMeanNetPrimaryProduction,0.804545466,,,,
Ca17,Tsamai,xd423,tsam1247,Tsamai,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.805570652,,,,
Ca18,Arbore,xd424,arbo1245,Arbore,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.805570652,,,,
Sh1,Wichí,xd1388,wich1264,Wichí Lhamtés Güisnay,Matacoan,MonthlyMeanNetPrimaryProduction,0.80568573,,,,
Ah32,Vere,xd323,momj1237,Mom Jango,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.805796036,,,,
Ai16,Namshi,xd344,doya1240,Doyayo,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.805796036,,,,
B323,Sanpoil,xd1174,sanp1257,Sanpoil,Salishan,MonthlyMeanNetPrimaryProduction,0.808621542,,,,
Ed10,Shantung,xd639,mand1415,Mandarin Chinese,Sino-Tibetan,MonthlyMeanNetPrimaryProduction,0.810153162,,,,
B260,Sarcee,xd1226,sars1236,Sarsi,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.810356966,,,,
B258,Plains Cree,xd1218,plai1258,Plains Cree,Algic,MonthlyMeanNetPrimaryProduction,0.812944664,,,,
B244,Kiowa Apache,xd1219,kiow1264,Kiowa Apache,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.814497363,,,,
Ne17,Kiowa,xd1216,kiow1266,Kiowa,Kiowa-Tanoan,MonthlyMeanNetPrimaryProduction,0.814497363,,,,
Ne2,Kiowa Apache,xd1219,kiow1264,Kiowa Apache,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.814497363,,,,
WNAI5,Tsimshian,xd1104,nucl1649,Southern-Coastal Tsimshian,Tsimshian,MonthlyMeanNetPrimaryProduction,0.815637352,,,,
Ch11,Russians,xd548,russ1263,Russian,Indo-European,MonthlyMeanNetPrimaryProduction,0.816147802,,,,
SCCS54,Russians,xd548,russ1263,Russian,Indo-European,MonthlyMeanNetPrimaryProduction,0.816147802,,,,
B130,Ngiyambaa,xd784,wang1291,Ngiyambaa,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.816724308,,,,
Id9,Ngiyambaa,xd784,wang1291,Ngiyambaa,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.816724308,,,,
Nd5,Hukundika,xd1185,nort2955,Northern Shoshoni,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.820201334,,,,
WNAI127,Hukundika,xd1185,nort2955,Northern Shoshoni,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.820201334,,,,
B357,Deg Xit'an,xd1066,dege1248,Degexit'an,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.822004694,,,,
B294,Koniag,xd999,koni1262,Koniag,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.825413785,,,,
Nb12,Klahoose,xd1071,slia1241,Sliammon,Salishan,MonthlyMeanNetPrimaryProduction,0.826272233,,,,
Sh9,Lengua,xd1396,leng1262,Lengua,Lengua-Mascoy,MonthlyMeanNetPrimaryProduction,0.841951863,,,,
SCCS115,Manchu,xd646,manc1252,Manchu,Tungusic,MonthlyMeanNetPrimaryProduction,0.842002223,,,,
Ef1,Santal,xd661,sant1410,Santali,Austroasiatic,MonthlyMeanNetPrimaryProduction,0.843179133,,,,
Af28,Gbagyi,xd206,gbar1246,Gbari,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.843311512,,,,
Ah18,Burmawa,xd307,bogh1241,Boghom,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.843311512,,,,
Nd20,Nez Perce,xd1153,nezp1238,Nez Perce,Sahaptian,MonthlyMeanNetPrimaryProduction,0.843638834,,,,
Nf7,Fox,xd1241,mesk1242,Meskwaki,Algic,MonthlyMeanNetPrimaryProduction,0.843787055,,,,
Ah22,Yergum,xd312,taro1263,Tarok,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.844950539,,,,
SCCS71,Burmese,xd709,nucl1310,Burmese,Sino-Tibetan,MonthlyMeanNetPrimaryProduction,0.845065464,,,,
Ac11,Luvale,xd35,luva1239,Luvale,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.849804063,,,,
Aj8,Bari,xd413,ligo1238,Ligo,Nilotic,MonthlyMeanNetPrimaryProduction,0.851133225,,,,
Aj29,Samburu,xd405,samb1315,Samburu,Nilotic,MonthlyMeanNetPrimaryProduction,0.852408597,,,,
B359,Nabesna,xd1026,uppe1437,Upper Tanana,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.853137352,,,,
B38,Pumé,xd1345,pume1238,Pumé,,MonthlyMeanNetPrimaryProduction,0.854570158,,,,
B350,Mountain Dene,xd1007,nort2942,North Slavey,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.856972579,,,,
B351,Hän,xd1008,hann1241,Han,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.858689476,,,,
ch25,Moldovans,xd563,mold1248,Moldavian,Indo-European,MonthlyMeanNetPrimaryProduction,0.859152668,,,,
B232,Tukudika,xd1181,nort2955,Northern Shoshoni,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.866551383,,,,
WNAI76,Southern Valley Yokuts (Lake),xd1123,vall1251,Valley Yokuts,Yokutsan,MonthlyMeanNetPrimaryProduction,0.867536339,,,,
Ag5,Birifor,xd288,sout2790,Southern Birifor,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.87475142,,,,
Nd18,Wishram,xd1150,wasc1239,Wasco-Wishram,Chinookan,MonthlyMeanNetPrimaryProduction,0.877952075,,,,
Af35,Adangme,xd214,adan1247,Adangme,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.878261642,,,,
Af43,Ga,xd223,gaaa1244,Ga,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.878261642,,,,
Ed16,Cantonese,xd644,yuec1235,Yue Chinese,Sino-Tibetan,MonthlyMeanNetPrimaryProduction,0.879207325,,,,
Af11,Toma,xd188,toma1245,Toma,Mande,MonthlyMeanNetPrimaryProduction,0.879325148,,,,
Ag9,Malinke,xd297,kita1249,Kita Maninkakan,Mande,MonthlyMeanNetPrimaryProduction,0.879325148,,,,
Ab13,Tswana,xd14,tswa1253,Tswana,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.893583251,,,,
Cd21,Tunisians,xd520,tuni1260,Tunis (Tunisian Arabic),Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.896799419,,,,
B338,Mistissini Cree,xd1062,sout2978,Southern East Cree,Algic,MonthlyMeanNetPrimaryProduction,0.898795702,,,,
