society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
Cb3,Songhai,xd480,koyr1242,Koyraboro Senni Songhai,Songhay,MonthlyMeanNetPrimaryProduction,-0.355677188,,,,
Cc19,Trarza,xd497,hass1238,Hassaniyya,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.343181304,,,,
SCCS24,Songhai,xd480,koyr1242,Koyraboro Senni Songhai,Songhay,MonthlyMeanNetPrimaryProduction,-0.315273621,,,,
Cc13,Udalan Tuareg,xd491,timb1263,Timbuktu,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.30300988,,,,
Cc12,Ifora,xd490,tadh1242,Tadhaq,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.256829504,,,,
Cc20,Zenaga,xd499,zena1248,Zenaga,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.204854249,,,,
Cj5,Mutair,xd591,sout3119,South Najdi,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.202383893,,,,
Ag3,Dogon,xd266,bank1259,Bankan Tey Dogon,Dogon,MonthlyMeanNetPrimaryProduction,-0.197669327,,,,
Ag25,Soninke,xd261,soni1259,Soninke,Mande,MonthlyMeanNetPrimaryProduction,-0.188552389,,,,
Af31,Koro,xd210,ashe1269,Ashe,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,-0.175666739,,,,
Cc10,Asben,xd488,taya1257,Tayart Tamajeq,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.175666739,,,,
SCCS25,Wodaabe Fulani,xd474,boro1274,Bororo of Kano and Zaria,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,-0.175359068,,,,
Cb22,Liptako,xd472,west2454,Western Niger Fulfulde,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,-0.15476526,,,,
Ag26,Susu,xd262,susu1250,Susu,Mande,MonthlyMeanNetPrimaryProduction,-0.147485373,,,,
SCCS40,Teda,xd498,teda1241,Tedaga,Saharan,MonthlyMeanNetPrimaryProduction,-0.132441947,,,,
Cc6,Kababish,xd503,nort3133,North Kordofan Arabic,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.12553267,,,,
Ca34,Ababda,xd442,abab1239,Ababda,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.122946517,,,,
Cd13,Hamama,xd511,sout3114,South-Western Tunisian,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.122251729,,,,
Cb25,Tazarawa,xd475,haus1257,Hausa,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.112297131,,,,
Cb18,Kanembu,xd467,kane1243,Kanembu,Saharan,MonthlyMeanNetPrimaryProduction,-0.106772036,,,,
Cb16,Shuwa,xd465,char1283,Chari-Baguirmi,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.100795901,,,,
Cb5,Buduma,xd482,budu1265,Buduma,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.100795901,,,,
Cb11,Midobi,xd460,mido1240,Midob,Nubian,MonthlyMeanNetPrimaryProduction,-0.097625371,,,,
Cb23,Tukulor,xd473,pula1263,Pulaar,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,-0.093343633,,,,
SCCS39,Barabra,xd507,kenu1236,Kenuzi-Dongola,Nubian,MonthlyMeanNetPrimaryProduction,-0.089313653,,,,
Cb20,Zerma,xd470,zarm1239,Zarma-Kaado,Songhay,MonthlyMeanNetPrimaryProduction,-0.087747692,,,,
Ci11,Kurd,xd576,cent1972,Central Kurdish,Indo-European,MonthlyMeanNetPrimaryProduction,-0.066780479,,,,
Cb4,Hasania,xd481,khar1296,Khartoum,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.060362519,,,,
Ah25,Tigon,xd315,tigo1236,Tigon Mbembe,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,-0.051383399,,,,
Ca5,Bisharin,xd453,bish1251,Bisharin,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.051383399,,,,
Cc1,Regeibat,xd487,hass1238,Hassaniyya,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.051383399,,,,
Cc11,Azjer,xd489,ghat1242,Ghat,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.051383399,,,,
Cc14,Daza,xd492,daza1242,Dazaga,Saharan,MonthlyMeanNetPrimaryProduction,-0.051383399,,,,
Cc17,Delim,xd495,hass1238,Hassaniyya,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.051383399,,,,
Cc18,Kunta,xd496,hass1238,Hassaniyya,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.051383399,,,,
Cc3,Siwans,xd500,siwi1239,Siwi,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.051383399,,,,
Cc5,Kel Antessar,xd502,timb1263,Timbuktu,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.051383399,,,,
Cc7,Barabish,xd504,hass1238,Hassaniyya,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.051383399,,,,
Cc9,Tuareg Ahaggar,xd506,hogg1238,Hoggar,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.051383399,,,,
Cd1,Barabra,xd507,kenu1236,Kenuzi-Dongola,Nubian,MonthlyMeanNetPrimaryProduction,-0.051383399,,,,
Cd12,Algerians,xd510,algi1247,Algiers,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.051383399,,,,
Cd18,Saadi,xd516,said1239,Saidi Arabic,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.051383399,,,,
Cd20,Sanusi,xd519,liby1240,Libyan Arabic,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.051383399,,,,
SCCS41,Tuareg Ahaggar,xd506,hogg1238,Hoggar,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.051383399,,,,
Id5,Kariyarra,xd780,kari1304,Kariyarra,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,-0.050487895,,,,
Cj10,Madan,xd587,meso1252,Gilit Mesopotamian Arabic,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.042810222,,,,
Cc16,Chaambra,xd494,algi1247,Algiers,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.04000947,,,,
Cc2,Teda,xd498,teda1241,Tedaga,Saharan,MonthlyMeanNetPrimaryProduction,-0.036355402,,,,
Cc4,Mzab,xd501,tumz1238,Tumzabt,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.034484622,,,,
SCCS29,Fur,xd466,furr1244,Fur,Furan,MonthlyMeanNetPrimaryProduction,-0.030873271,,,,
Cj4,Babylonians,xd590,akka1240,Akkadian,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.025833745,,,,
Ee2,Burusho,xd654,buru1296,Burushaski,,MonthlyMeanNetPrimaryProduction,-0.025185277,,,,
Ca43,Hadendowa,xd452,hade1248,Hadendoa,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.023566164,,,,
B111,Mardudjara,xd958,mart1256,Martu Wangka,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,-0.02145504,,,,
Ca35,Amarar,xd443,amar1281,Amara (Beja),Afro-Asiatic,MonthlyMeanNetPrimaryProduction,-0.006453804,,,,
Na14,Inughuit (Northern Greenland),xd1031,pola1254,Polar Eskimo,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,-0.002844769,,,,
B390,Inughuit (Northern Greenland),xd1031,pola1254,Polar Eskimo,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.001313564,,,,
Na24,Tasiilaq,xd1040,tunu1234,Tunumiisiut,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.001834889,,,,
Cb12,Gimma,xd461,nort3133,North Kordofan Arabic,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.002295771,,,,
B388,Tasiilaq,xd1040,tunu1234,Tunumiisiut,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.006637456,,,,
B386,Baffin Island Inuit,xd1030,baff1240,North Baffin Inuktitut,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.007733586,,,,
Na13,Baffin Island Inuit,xd1030,baff1240,North Baffin Inuktitut,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.007733586,,,,
Na22,Iglulik Inuit,xd1025,west2618,Western Canadian Inuktitut,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.009700006,,,,
B116,Karuwali,xd963,karr1236,Karruwali,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.012672925,,,,
B387,Netsilik,xd1060,nets1241,Natsilingmiutut,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.013295616,,,,
Ca37,Blin,xd445,bili1260,Bilin,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.026192939,,,,
Id4,Diyari,xd779,dier1241,Dieri,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.028699358,,,,
B112,Ildawongga,xd959,wanm1242,Wanman,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.031713192,,,,
Cd2,Egyptians,xd518,egyp1253,Egyptian Arabic,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.032171237,,,,
SCCS43,Egyptians,xd518,egyp1253,Egyptian Arabic,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.032171237,,,,
Nh22,Quechan,xd1273,quec1382,Quechan,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.033749177,,,,
Ai18,Kotoko,xd346,lagw1237,Lagwan,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.034368089,,,,
B384,Iglulik Inuit,xd1025,west2618,Western Canadian Inuktitut,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.03775527,,,,
B106,Kariyarra,xd780,kari1304,Kariyarra,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.041409338,,,,
Eb5,Turkmen,xd613,turk1304,Turkmen,Turkic,MonthlyMeanNetPrimaryProduction,0.041545562,,,,
Cb8,Bororo Fulani,xd485,boro1274,Bororo of Kano and Zaria,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.04286514,,,,
B113,Pintubi,xd960,pint1250,Pintupi-Luritja,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.044880188,,,,
SCCS45,Babylonians,xd590,akka1240,Akkadian,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.045541289,,,,
WNAI141,Quechan,xd1273,quec1382,Quechan,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.049661613,,,,
Ag2,Mossi (Yatenga),xd255,moss1236,Mossi,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.049979863,,,,
SCCS58,Basseri,xd605,bass1257,Basseri,Indo-European,MonthlyMeanNetPrimaryProduction,0.05045084,,,,
WNAI140,Mojave,xd1272,moha1256,Mohave,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.05167003,,,,
Nd67,Tolkepaya,xd1204,yava1252,Yavapai,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.054088439,,,,
B121,Diyari,xd779,dier1241,Dieri,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.054625741,,,,
Ag28,Nononke,xd264,jena1242,Jenaama Bozo,Mande,MonthlyMeanNetPrimaryProduction,0.057006309,,,,
Na43,Netsilik,xd1060,nets1241,Natsilingmiutut,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.057994174,,,,
WNAI135,Chemehuevi,xd1190,chem1251,Chemehuevi,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.058104378,,,,
Ea10,Marri,xd597,east2304,Eastern Balochi,Indo-European,MonthlyMeanNetPrimaryProduction,0.058757411,,,,
Nd54,Chemehuevi,xd1190,chem1251,Chemehuevi,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.059189097,,,,
B122,Southern Aranda,xd968,lowe1436,Lower Southern Aranda,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.059832016,,,,
Ca38,Tigre,xd446,mans1267,Mansa',Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.060863389,,,,
Na26,Dena'ina,xd1042,tana1289,Tanaina,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.063814092,,,,
SCCS46,Rwala,xd588,east2690,Eastern Egyptian Bedawi Arabic,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.068045949,,,,
Ea8,Bakhtiari,xd607,bakh1245,Bakhtiari,Indo-European,MonthlyMeanNetPrimaryProduction,0.072103508,,,,
Nd32,Tümpisa Shoshone (Saline and Panamint),xd1166,pana1305,Panamint,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.075697875,,,,
Nd52,Shivwits,xd1188,sout2969,Southern Paiute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.075697875,,,,
WNAI118,Tümpisa Shoshone (Panamint),xd1166,pana1305,Panamint,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.075697875,,,,
Nh19,Cocopa,xd1269,coco1261,Cocopa,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.07608514,,,,
WNAI143,Cocopa,xd1269,coco1261,Cocopa,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.07608514,,,,
B389,Tareumiut,xd1036,nort2944,North Slope Inupiatun,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.076094222,,,,
Ca6,Afar,xd454,afar1241,Afar,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.076132463,,,,
Nh5,Maricopa,xd1281,mari1440,Maricopa,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.07739949,,,,
B385,Kalaallit (West Greenland),xd1041,kala1399,Kalaallisut,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.080001294,,,,
Ag7,Bozo,xd295,tiey1235,Tiéyaxo Bozo,Mande,MonthlyMeanNetPrimaryProduction,0.080093563,,,,
B383,Aivilingmiut Inuit,xd1024,cari1277,Kivalliq,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.08288849,,,,
Cb1,Maguzawa,xd458,kano1249,Kano,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.084008454,,,,
Cb29,Ngizim,xd479,ngiz1242,Ngizim,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.084008454,,,,
SCCS64,Burusho,xd654,buru1296,Burushaski,,MonthlyMeanNetPrimaryProduction,0.084035326,,,,
Nd51,Moapa,xd1187,sout2969,Southern Paiute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.085165514,,,,
Nd55,Southern Paiute (Las Vegas),xd1189,sout2969,Southern Paiute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.085165514,,,,
Cb24,Wodaabe Fulani,xd474,boro1274,Bororo of Kano and Zaria,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.088071558,,,,
Na44,Taqagmiut,xd1061,queb1248,Nunavik,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.091472641,,,,
Na2,Tareumiut,xd1036,nort2944,North Slope Inupiatun,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.092928607,,,,
WNAI144,Maricopa,xd1281,mari1440,Maricopa,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.097736692,,,,
B118,Ngatatjara,xd965,ngaa1240,Ngaanyatjarra,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.100271739,,,,
B109,Walbiri,xd773,warl1254,Warlpiri,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.100636117,,,,
WNAI91,Kiliwa,xd1134,kili1268,Kiliwa,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.102334486,,,,
B195,Tümpisa Shoshone (Panamint),xd1166,pana1305,Panamint,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.106725543,,,,
Ag1,Bambara,xd244,bamb1269,Bambara,Mande,MonthlyMeanNetPrimaryProduction,0.109177029,,,,
Cj2,Rwala,xd588,east2690,Eastern Egyptian Bedawi Arabic,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.112574111,,,,
Cd17,Nail,xd515,cons1245,Constantine,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.114484262,,,,
WNAI142,Kamia,xd1271,kumi1248,Tipai,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.114616863,,,,
SCCS124,Copper Inuit,xd1022,copp1244,Inuinnaqtun,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.115637352,,,,
Aj5,Turkana,xd410,turk1308,Turkana,Nilotic,MonthlyMeanNetPrimaryProduction,0.116193182,,,,
B157,Western Mono,xd1122,mono1275,Mono (USA),Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.116742836,,,,
B192,Tümpisa Shoshone (Death Valley),xd1166,pana1305,Panamint,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.118311512,,,,
Nd34,Lida Shoshoni,xd1168,west2622,Western Shoshoni,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.118311512,,,,
Ag30,Bobo,xd267,nort2819,Northern Bobo Madaré,Mande,MonthlyMeanNetPrimaryProduction,0.118517117,,,,
Aa3,Nama,xd3,nama1265,Nama,Khoe-Kwadi,MonthlyMeanNetPrimaryProduction,0.118533844,,,,
Nd33,Beatty,xd1167,pana1305,Panamint,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.120275445,,,,
Ag22,Serer,xd258,sere1260,Sereer,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.120997111,,,,
Eb8,Uzbek,xd616,nort2690,Northern Uzbek,Turkic,MonthlyMeanNetPrimaryProduction,0.121387105,,,,
B382,Utkuhikhalingmiut,xd1023,nets1241,Natsilingmiutut,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.121510623,,,,
Ag29,Samo,xd265,sout2844,Southern Samo,Mande,MonthlyMeanNetPrimaryProduction,0.125928442,,,,
B27,Nganasan,xd620,ngan1291,Nganasan,Uralic,MonthlyMeanNetPrimaryProduction,0.126778656,,,,
B149,Serrano,xd1130,serr1255,Serrano,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.128872283,,,,
Cc15,Drawa,xd493,susi1238,Susiua,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.132187191,,,,
B117,Alyawara,xd964,alya1239,Alyawarr,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.134566453,,,,
Na3,Copper Inuit,xd1022,copp1244,Inuinnaqtun,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.143211154,,,,
Ca36,Beni-Amer,xd444,mans1267,Mansa',Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.144883556,,,,
Nh20,Kamia,xd1271,kumi1248,Tipai,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.145123114,,,,
Eb3,Khalka,xd611,halh1238,Halh Mongolian,Mongolic,MonthlyMeanNetPrimaryProduction,0.145177145,,,,
SCCS36,Somali,xd426,nort3051,Northern Somali,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.148338686,,,,
B297,Chugach,xd1027,chug1254,Chugach,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.148509552,,,,
Id1,Northern Aranda,xd772,east2379,Eastern Arrernte,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.151179595,,,,
Nc34,Kiliwa,xd1134,kili1268,Kiliwa,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.152637105,,,,
Cb10,Karekare,xd459,kare1348,Karekare,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.152850892,,,,
B198,Hualapai,xd1202,wala1270,Walapai,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.157275198,,,,
WNAI145,Pima,xd1291,akim1239,Akimel O'odham,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.158275587,,,,
Ea12,Qashqui,xd599,qash1240,Qashqa'i,Turkic,MonthlyMeanNetPrimaryProduction,0.15906003,,,,
B146,Kiliwa,xd1134,kili1268,Kiliwa,Cochimi-Yuman,MonthlyMeanNetPrimaryProduction,0.160560771,,,,
Cb19,Kanuri,xd468,cent2050,Central Kanuri,Saharan,MonthlyMeanNetPrimaryProduction,0.160696679,,,,
SCCS91,Northern Aranda,xd772,east2379,Eastern Arrernte,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.161758893,,,,
B200,Tümpisa Shoshone (Saline),xd1166,pana1305,Panamint,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.163358449,,,,
Nd29,Tunava (Deep Springs and Fish Lake),xd1162,mono1275,Mono (USA),Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.163358449,,,,
Nd30,Eastern Mono,xd1164,mono1275,Mono (USA),Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.163358449,,,,
SCCS66,Khalka,xd611,halh1238,Halh Mongolian,Mongolic,MonthlyMeanNetPrimaryProduction,0.164735672,,,,
Na23,Labrador Inuit,xd1039,labr1244,North Labrador Eskimo,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.168793231,,,,
Cd5,Shluh,xd523,susi1238,Susiua,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.175024704,,,,
B197,Koso,xd1165,pana1305,Panamint,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.177649457,,,,
SCCS1,Nama,xd3,nama1265,Nama,Khoe-Kwadi,MonthlyMeanNetPrimaryProduction,0.17857584,,,,
Nd27,Kuyuidokado,xd1160,sout2967,South Northern Paiute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.180173851,,,,
SCCS121,Chukchi,xd631,chuk1273,Chukchi,Chukotko-Kamchatkan,MonthlyMeanNetPrimaryProduction,0.180552125,,,,
Ea6,Basseri,xd605,bass1257,Basseri,Indo-European,MonthlyMeanNetPrimaryProduction,0.180589866,,,,
Cb17,Fur,xd466,furr1244,Fur,Furan,MonthlyMeanNetPrimaryProduction,0.180644763,,,,
Cb9,Hausa Kanawa,xd486,kano1249,Kano,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.181115895,,,,
Eb1,Kazakh,xd609,kaza1248,Kazakh,Turkic,MonthlyMeanNetPrimaryProduction,0.182275198,,,,
Ea5,Nuristani,xd604,kamv1242,Kamviri,Indo-European,MonthlyMeanNetPrimaryProduction,0.182670455,,,,
B381,Copper Inuit,xd1022,copp1244,Inuinnaqtun,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.183300395,,,,
Ai19,Musgu,xd347,musg1254,Musgu,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.183668956,,,,
B126,Nakako,xd971,pitj1243,Pitjantjatjara,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.18395504,,,,
Ea7,Moghol,xd606,mogh1245,Mogholi,Mongolic,MonthlyMeanNetPrimaryProduction,0.184189723,,,,
Cd10,Zekara,xd508,chen1266,Western Algerian Berber,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.184331769,,,,
B378,Inuvialuit,xd1019,sigl1242,Siglitun,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.186668185,,,,
Id10,Walbiri,xd773,warl1254,Warlpiri,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.187314723,,,,
B214,Gosiute,xd1183,gosi1242,Gosiute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.187357955,,,,
Nd48,Gosiute,xd1183,gosi1242,Gosiute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.187357955,,,,
WNAI124,Gosiute,xd1183,gosi1242,Gosiute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.187357955,,,,
B108,Djaru,xd956,jaru1254,Jaru,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.187913785,,,,
Nd31,Koso,xd1165,pana1305,Panamint,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.190155632,,,,
Cj9,Yemeni,xd595,sana1295,Sanaani Arabic,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.194423172,,,,
B124,Northern Aranda,xd772,east2379,Eastern Arrernte,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.196677372,,,,
B205,Mono Lake Northern Paiute,xd989,sout2967,South Northern Paiute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.19722085,,,,
B206,Tunava (Deep Springs),xd1162,mono1275,Mono (USA),Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.198276927,,,,
Cd14,Hamyan,xd512,oran1236,Oran,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.199258893,,,,
B199,Kawaiisu,xd1126,kawa1283,Kawaiisu,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.19958004,,,,
Cb15,Messiria Humr,xd464,tama1331,Tama (Chad),Tamaic,MonthlyMeanNetPrimaryProduction,0.19991083,,,,
Cd9,Tekna,xd527,hass1238,Hassaniyya,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.200712972,,,,
Ea3,Hazara,xd602,haza1239,Hazaragi,Indo-European,MonthlyMeanNetPrimaryProduction,0.201031374,,,,
B77,/'Auni-Khomani,xd935,nuuu1241,N/u,Tuu,MonthlyMeanNetPrimaryProduction,0.202396245,,,,
B201,Antarianunts,xd1184,utee1244,Ute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.204218132,,,,
Ea11,Ghilzai,xd598,ghil1238,Ghilzai,Indo-European,MonthlyMeanNetPrimaryProduction,0.205687994,,,,
Nd49,Antarianunts,xd1184,utee1244,Ute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.206750247,,,,
Nh3,Navajo,xd1279,nava1243,Navajo,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,0.206750247,,,,
WNAI134,San Juan,xd1192,sout2969,Southern Paiute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.206750247,,,,
B224,Antelope Valley Shoshoni,xd995,west2622,Western Shoshoni,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.207287549,,,,
B123,Jankundjara,xd969,yank1247,Yankunytjatjara,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,0.207423419,,,,
Ni4,Seri,xd1289,seri1257,Seri,,MonthlyMeanNetPrimaryProduction,0.2121324,,,,
SCCS151,Tohono O'odham,xd1287,toho1246,Tohono O'odam,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.214809282,,,,
WNAI146,Tohono O'odham,xd1287,toho1246,Tohono O'odam,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.214809282,,,,
Na25,Kalaallit (West Greenland),xd1041,kala1399,Kalaallisut,Eskimo-Aleut,MonthlyMeanNetPrimaryProduction,0.214951828,,,,
Ca32,Nara,xd440,nara1262,Nara,,MonthlyMeanNetPrimaryProduction,0.216273468,,,,
Nd56,San Juan,xd1192,sout2969,Southern Paiute,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.216711957,,,,
Nh18,Hopi,xd1268,hopi1249,Hopi,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.216711957,,,,
Nh2,Hano,xd1270,ariz1237,Arizona Tewa,Kiowa-Tanoan,MonthlyMeanNetPrimaryProduction,0.216711957,,,,
Nd37,Railroad Valley Shoshoni,xd1171,west2622,Western Shoshoni,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.21694664,,,,
Cj6,Jordanians,xd592,sout3123,South Levantine Arabic,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.21709795,,,,
B203,Kawich Mountain Shoshoni,xd988,west2622,Western Shoshoni,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,0.218731472,,,,
